# SQM interaction energies (kcal/mol)
"name"	AM1	RM1	PM3	PM6	PM6-D3H4'	PM6-D3H4	PM6-D3H4X	PM7	DFTB3	DFTB3-D3H4	DFTB3-D3H4X	GFN2-xTB
021.09_1.10_thiophene--thioacetone	-0.284	1.107	1.377	1.271	0.914	0.918	0.918	0.145	-1.167	-1.776	-1.776	-0.030
021.09_1.15_thiophene--thioacetone	-0.105	0.811	1.288	0.853	0.542	0.545	0.545	-0.110	-0.984	-1.636	-1.636	-0.217
021.09_1.25_thiophene--thioacetone	0.028	0.424	1.013	0.249	-0.014	-0.012	-0.012	-0.324	-0.529	-1.068	-1.068	-0.342
021.10_1.00_thiophene--thiophene	-0.654	1.662	1.994	2.107	1.488	1.496	1.496	0.345	0.381	-0.486	-0.486	0.510
021.10_1.05_thiophene--thiophene	-0.288	1.221	1.759	1.617	1.093	1.099	1.099	-0.430	-0.436	-1.230	-1.230	-0.187
021.10_1.10_thiophene--thiophene	-0.085	0.876	1.504	1.084	0.636	0.642	0.642	-0.945	-0.641	-1.437	-1.437	-0.522
021.10_1.15_thiophene--thiophene	0.016	0.616	1.253	0.625	0.234	0.239	0.239	-1.265	-0.581	-1.358	-1.358	-0.669
021.10_1.25_thiophene--thiophene	0.063	0.285	0.826	0.083	-0.249	-0.245	-0.245	-1.523	-0.298	-0.863	-0.863	-0.701
022.02_1.00_dihydrogen--cyanogen_fluoride	0.776	4.566	2.473	3.090	2.836	2.834	2.834	4.178	1.431	1.028	1.028	2.645
022.02_1.05_dihydrogen--cyanogen_fluoride	0.098	3.229	1.768	2.151	1.896	1.894	1.894	2.728	0.741	0.257	0.257	1.725
022.02_1.10_dihydrogen--cyanogen_fluoride	-0.238	2.059	1.066	1.474	1.225	1.223	1.223	1.723	0.339	-0.183	-0.183	1.102
022.02_1.15_dihydrogen--cyanogen_fluoride	-0.364	1.170	0.509	0.983	0.738	0.736	0.736	1.042	0.119	-0.373	-0.373	0.688
022.02_1.25_dihydrogen--cyanogen_fluoride	-0.312	0.288	-0.042	0.381	0.126	0.124	0.124	0.297	-0.039	-0.425	-0.425	0.245
022.03_1.00_ethyne_H--cyanogen_fluoride	1.945	4.557	2.401	3.641	3.293	3.293	3.293	4.455	1.555	0.960	0.960	2.671
022.03_1.05_ethyne_H--cyanogen_fluoride	1.112	3.465	1.907	2.678	2.323	2.323	2.323	2.990	1.001	0.353	0.353	1.838
022.03_1.10_ethyne_H--cyanogen_fluoride	0.629	2.414	1.317	1.971	1.612	1.612	1.612	1.963	0.676	-0.007	-0.007	1.275
022.03_1.15_ethyne_H--cyanogen_fluoride	0.373	1.559	0.805	1.447	1.084	1.084	1.084	1.256	0.493	-0.161	-0.161	0.896
022.03_1.25_ethyne_H--cyanogen_fluoride	0.227	0.648	0.267	0.780	0.401	0.402	0.402	0.463	0.343	-0.206	-0.206	0.481
022.04_1.00_hydrogen_fluoride--cyanogen_fluoride	1.659	4.719	1.443	4.082	3.801	3.801	3.801	4.956	1.428	0.992	0.992	2.330
022.04_1.05_hydrogen_fluoride--cyanogen_fluoride	1.112	3.718	1.410	3.165	2.882	2.882	2.882	3.631	1.237	0.707	0.707	2.053
022.04_1.10_hydrogen_fluoride--cyanogen_fluoride	0.819	2.755	1.157	2.474	2.200	2.200	2.200	2.677	1.133	0.572	0.572	1.847
022.04_1.15_hydrogen_fluoride--cyanogen_fluoride	0.684	1.996	0.877	1.951	1.685	1.685	1.685	2.002	1.075	0.558	0.558	1.688
022.04_1.25_hydrogen_fluoride--cyanogen_fluoride	0.648	1.218	0.561	1.264	0.991	0.991	0.991	1.192	1.005	0.603	0.603	1.455
022.05_1.00_methane_H--cyanogen_fluoride	2.065	4.687	2.307	3.516	3.063	3.063	3.063	4.520	2.089	1.387	1.387	2.704
022.05_1.05_methane_H--cyanogen_fluoride	1.021	3.551	1.809	2.503	2.064	2.064	2.064	2.922	1.190	0.468	0.468	1.651
022.05_1.10_methane_H--cyanogen_fluoride	0.405	2.444	1.195	1.769	1.346	1.346	1.346	1.793	0.642	-0.111	-0.111	0.950
022.05_1.15_methane_H--cyanogen_fluoride	0.069	1.497	0.623	1.229	0.820	0.820	0.820	1.014	0.321	-0.407	-0.407	0.490
022.05_1.25_methane_H--cyanogen_fluoride	-0.133	0.409	-0.036	0.547	0.148	0.148	0.148	0.149	0.052	-0.545	-0.545	0.017
022.07_1.00_methylfluoride--dihydrogen	1.629	6.382	2.830	4.879	4.638	5.152	5.152	6.922	2.191	2.160	2.160	3.882
022.07_1.05_methylfluoride--dihydrogen	0.511	4.999	2.322	3.541	3.284	3.683	3.683	4.831	1.258	1.128	1.128	2.632
022.07_1.10_methylfluoride--dihydrogen	-0.132	3.686	1.693	2.555	2.294	2.598	2.598	3.295	0.670	0.421	0.421	1.740
022.07_1.15_methylfluoride--dihydrogen	-0.469	2.473	1.002	1.819	1.558	1.786	1.786	2.186	0.313	-0.021	-0.021	1.104
022.07_1.25_methylfluoride--dihydrogen	-0.623	0.781	-0.029	0.851	0.588	0.710	0.710	0.860	-0.004	-0.345	-0.345	0.351
022.08_1.00_methylfluoride--ethyne_H	6.393	6.988	2.034	7.816	7.465	8.203	8.203	11.704	3.414	2.976	2.976	5.969
022.08_1.05_methylfluoride--ethyne_H	3.775	5.541	1.028	5.749	5.402	6.021	6.021	8.620	1.853	1.438	1.438	3.958
022.08_1.10_methylfluoride--ethyne_H	2.013	4.634	0.873	4.190	3.840	4.351	4.351	6.192	0.808	0.417	0.417	2.518
022.08_1.15_methylfluoride--ethyne_H	0.860	3.905	0.898	3.025	2.667	3.082	3.082	4.314	0.133	-0.258	-0.258	1.497
022.08_1.25_methylfluoride--ethyne_H	-0.326	2.307	0.443	1.500	1.118	1.381	1.381	1.820	-0.522	-1.024	-1.024	0.270
022.09_1.00_methylfluoride--hydrogen_fluoride	20.320	13.473	14.780	17.375	17.209	18.451	18.451	24.940	4.755	4.635	4.635	3.177
022.09_1.05_methylfluoride--hydrogen_fluoride	14.524	10.113	8.644	14.094	13.921	15.047	15.047	20.523	2.162	2.019	2.019	1.050
022.09_1.10_methylfluoride--hydrogen_fluoride	9.871	7.510	3.582	11.378	11.195	12.205	12.205	16.730	0.323	0.176	0.176	-0.435
022.09_1.15_methylfluoride--hydrogen_fluoride	6.267	5.557	-0.061	9.099	8.899	9.797	9.797	13.479	-0.945	-1.079	-1.079	-1.440
022.09_1.25_methylfluoride--hydrogen_fluoride	1.638	3.369	-3.037	5.588	5.340	6.029	6.029	8.363	-2.315	-2.422	-2.422	-2.507
022.10_1.00_methylfluoride--methane_H	2.437	5.320	1.724	4.159	3.664	4.152	4.152	5.880	2.526	2.033	2.033	3.020
022.10_1.05_methylfluoride--methane_H	1.178	4.304	1.520	2.951	2.461	2.843	2.843	3.931	1.458	0.941	0.941	1.785
022.10_1.10_methylfluoride--methane_H	0.404	3.245	1.107	2.072	1.589	1.884	1.884	2.502	0.778	0.196	0.196	0.942
022.10_1.15_methylfluoride--methane_H	-0.049	2.196	0.561	1.424	0.951	1.174	1.174	1.478	0.360	-0.274	-0.274	0.370
022.10_1.25_methylfluoride--methane_H	-0.385	0.649	-0.314	0.581	0.124	0.245	0.245	0.274	-0.024	-0.618	-0.618	-0.250
023.01_1.00_cyanogen_fluoride--benzene	5.999	3.271	5.798	2.238	1.174	1.180	1.180	-0.015	2.850	1.043	1.043	0.153
023.01_1.05_cyanogen_fluoride--benzene	4.233	1.792	3.846	0.840	-0.234	-0.228	-0.228	-0.958	1.311	-0.450	-0.450	-1.021
023.01_1.10_cyanogen_fluoride--benzene	3.097	1.093	2.640	0.044	-1.037	-1.032	-1.032	-1.457	0.484	-1.184	-1.184	-1.612
023.01_1.15_cyanogen_fluoride--benzene	2.287	0.795	1.866	-0.372	-1.450	-1.444	-1.444	-1.708	0.066	-1.502	-1.502	-1.861
023.01_1.25_cyanogen_fluoride--benzene	1.187	0.495	0.919	-0.632	-1.636	-1.631	-1.631	-1.843	-0.211	-1.574	-1.574	-1.862
023.02_1.00_ethene--cyanogen_fluoride	3.427	1.844	3.559	1.619	0.921	0.921	0.921	0.358	1.849	0.641	0.641	0.332
023.02_1.05_ethene--cyanogen_fluoride	2.508	0.956	2.318	0.641	-0.071	-0.070	-0.070	-0.308	0.782	-0.395	-0.395	-0.525
023.02_1.10_ethene--cyanogen_fluoride	1.906	0.612	1.597	0.098	-0.622	-0.622	-0.622	-0.671	0.237	-0.875	-0.875	-0.950
023.02_1.15_ethene--cyanogen_fluoride	1.451	0.508	1.152	-0.180	-0.894	-0.894	-0.894	-0.863	-0.023	-1.070	-1.070	-1.127
023.02_1.25_ethene--cyanogen_fluoride	0.781	0.350	0.589	-0.347	-0.985	-0.985	-0.985	-1.001	-0.174	-1.057	-1.057	-1.133
023.03_1.00_ethyne_C--cyanogen_fluoride	3.861	2.099	3.857	1.945	1.526	1.526	1.526	0.681	2.079	1.213	1.213	0.369
023.03_1.05_ethyne_C--cyanogen_fluoride	2.695	0.979	2.442	0.831	0.368	0.368	0.368	-0.058	0.860	-0.051	-0.051	-0.599
023.03_1.10_ethyne_C--cyanogen_fluoride	1.968	0.534	1.628	0.204	-0.298	-0.298	-0.298	-0.456	0.227	-0.661	-0.661	-1.086
023.03_1.15_ethyne_C--cyanogen_fluoride	1.451	0.417	1.136	-0.122	-0.657	-0.657	-0.657	-0.666	-0.081	-0.921	-0.921	-1.295
023.03_1.25_ethyne_C--cyanogen_fluoride	0.741	0.292	0.534	-0.333	-0.877	-0.877	-0.877	-0.820	-0.265	-1.018	-1.018	-1.316
023.04_1.00_methane_C--cyanogen_fluoride	2.116	3.365	3.598	3.332	2.817	2.817	2.817	2.587	2.347	1.367	1.367	1.334
023.04_1.05_methane_C--cyanogen_fluoride	1.242	1.636	1.890	1.795	1.196	1.196	1.196	1.197	1.187	0.162	0.162	0.325
023.04_1.10_methane_C--cyanogen_fluoride	0.858	0.876	1.041	0.858	0.206	0.206	0.206	0.384	0.548	-0.521	-0.521	-0.247
023.04_1.15_methane_C--cyanogen_fluoride	0.695	0.602	0.660	0.323	-0.342	-0.342	-0.342	-0.077	0.214	-0.826	-0.826	-0.552
023.04_1.25_methane_C--cyanogen_fluoride	0.547	0.427	0.396	-0.094	-0.720	-0.720	-0.720	-0.459	-0.022	-0.889	-0.889	-0.746
023.05_1.00_methylfluoride--benzene	4.577	2.967	3.200	2.051	0.861	1.400	1.400	0.427	2.776	1.168	1.168	1.221
023.05_1.05_methylfluoride--benzene	3.362	2.144	2.190	1.262	0.102	0.402	0.402	-0.243	1.764	0.245	0.245	0.244
023.05_1.10_methylfluoride--benzene	2.526	1.597	1.473	0.818	-0.303	-0.140	-0.140	-0.615	1.206	-0.247	-0.247	-0.284
023.05_1.15_methylfluoride--benzene	1.932	1.214	0.986	0.578	-0.487	-0.401	-0.401	-0.811	0.900	-0.474	-0.474	-0.542
023.05_1.25_methylfluoride--benzene	1.180	0.742	0.473	0.390	-0.521	-0.497	-0.497	-0.936	0.622	-0.536	-0.536	-0.664
023.06_1.00_methylfluoride--ethene	2.385	1.478	1.671	1.347	0.619	0.838	0.838	0.446	1.713	0.686	0.686	0.877
023.06_1.05_methylfluoride--ethene	1.772	0.946	0.991	0.724	-0.008	0.113	0.113	-0.040	1.047	0.033	0.033	0.201
023.06_1.10_methylfluoride--ethene	1.348	0.702	0.613	0.393	-0.329	-0.264	-0.264	-0.302	0.694	-0.279	-0.279	-0.161
023.06_1.15_methylfluoride--ethene	1.037	0.555	0.385	0.230	-0.468	-0.435	-0.435	-0.440	0.505	-0.405	-0.405	-0.339
023.06_1.25_methylfluoride--ethene	0.619	0.337	0.140	0.128	-0.476	-0.468	-0.468	-0.547	0.338	-0.433	-0.433	-0.429
023.07_1.00_methylfluoride--ethyne_C	2.511	1.676	1.705	1.169	0.657	0.989	0.989	0.505	1.904	1.178	1.178	1.358
023.07_1.05_methylfluoride--ethyne_C	1.818	1.183	1.088	0.672	0.136	0.311	0.311	0.086	1.260	0.549	0.549	0.672
023.07_1.10_methylfluoride--ethyne_C	1.351	0.875	0.685	0.405	-0.148	-0.059	-0.059	-0.141	0.907	0.197	0.197	0.289
023.07_1.15_methylfluoride--ethyne_C	1.024	0.661	0.436	0.269	-0.282	-0.238	-0.238	-0.264	0.707	0.011	0.011	0.081
023.07_1.25_methylfluoride--ethyne_C	0.617	0.403	0.200	0.176	-0.315	-0.305	-0.305	-0.369	0.503	-0.121	-0.121	-0.081
023.08_1.00_methylfluoride--methane_C	1.180	2.622	1.557	2.668	2.073	2.712	2.712	2.165	2.363	1.724	1.724	2.555
023.08_1.05_methylfluoride--methane_C	0.626	1.406	0.530	1.456	0.817	1.227	1.227	1.007	1.325	0.575	0.575	1.383
023.08_1.10_methylfluoride--methane_C	0.394	0.790	0.037	0.738	0.087	0.343	0.343	0.330	0.722	-0.070	-0.070	0.645
023.08_1.15_methylfluoride--methane_C	0.305	0.470	-0.174	0.336	-0.309	-0.154	-0.154	-0.050	0.385	-0.396	-0.396	0.192
023.08_1.25_methylfluoride--methane_C	0.250	0.182	-0.260	0.023	-0.591	-0.538	-0.538	-0.363	0.110	-0.615	-0.615	-0.229
024.01_1.00_cyanogen_fluoride--ammonia	5.099	0.790	2.943	0.440	-0.135	-0.135	-0.135	-0.898	2.672	1.768	1.768	-0.444
024.01_1.05_cyanogen_fluoride--ammonia	1.919	-0.651	1.483	-0.665	-1.216	-1.216	-1.216	-1.802	0.852	-0.084	-0.084	-1.428
024.01_1.10_cyanogen_fluoride--ammonia	-0.014	-1.370	0.455	-1.357	-1.879	-1.879	-1.879	-2.270	-0.081	-0.984	-0.984	-1.866
024.01_1.15_cyanogen_fluoride--ammonia	-0.964	-1.582	-0.138	-1.746	-2.237	-2.237	-2.237	-2.479	-0.520	-1.330	-1.330	-2.015
024.01_1.25_cyanogen_fluoride--ammonia	-1.300	-1.404	-0.539	-1.947	-2.398	-2.398	-2.398	-2.498	-0.743	-1.362	-1.362	-1.925
024.02_1.00_hydrogen_cyanide--cyanogen_fluoride	7.483	2.236	3.708	1.789	1.468	1.468	1.468	0.326	2.879	2.352	2.352	-0.100
024.02_1.05_hydrogen_cyanide--cyanogen_fluoride	3.646	0.441	1.988	0.509	0.191	0.191	0.191	-0.771	1.049	0.413	0.413	-0.937
024.02_1.10_hydrogen_cyanide--cyanogen_fluoride	1.143	-0.596	0.703	-0.365	-0.675	-0.675	-0.675	-1.405	0.096	-0.583	-0.583	-1.333
024.02_1.15_hydrogen_cyanide--cyanogen_fluoride	-0.228	-1.040	-0.087	-0.920	-1.227	-1.227	-1.227	-1.745	-0.366	-0.991	-0.991	-1.497
024.02_1.25_hydrogen_cyanide--cyanogen_fluoride	-0.991	-1.080	-0.671	-1.382	-1.711	-1.711	-1.711	-1.938	-0.631	-1.114	-1.114	-1.496
024.03_1.00_methylamine--cyanogen_fluoride	6.641	1.653	3.908	0.886	0.127	0.127	0.127	-0.807	3.263	2.133	2.133	-0.293
024.03_1.05_methylamine--cyanogen_fluoride	3.050	-0.003	2.231	-0.347	-1.090	-1.090	-1.090	-1.831	1.237	0.072	0.072	-1.411
024.03_1.10_methylamine--cyanogen_fluoride	0.764	-0.917	0.995	-1.133	-1.844	-1.844	-1.844	-2.375	0.180	-0.974	-0.974	-1.917
024.03_1.15_methylamine--cyanogen_fluoride	-0.462	-1.282	0.226	-1.593	-2.262	-2.262	-2.262	-2.633	-0.337	-1.399	-1.399	-2.098
024.03_1.25_methylamine--cyanogen_fluoride	-1.095	-1.259	-0.377	-1.882	-2.474	-2.474	-2.474	-2.696	-0.637	-1.459	-1.459	-2.025
024.04_1.00_methylfluoride--ammonia	1.738	1.762	1.669	2.066	1.551	1.577	1.577	1.736	1.531	0.754	0.754	1.016
024.04_1.05_methylfluoride--ammonia	1.101	1.364	1.171	1.418	0.907	0.920	0.920	1.194	1.087	0.387	0.387	0.637
024.04_1.10_methylfluoride--ammonia	0.859	1.136	0.884	1.027	0.528	0.534	0.534	0.839	0.831	0.187	0.187	0.412
024.04_1.15_methylfluoride--ammonia	0.762	0.966	0.679	0.794	0.327	0.329	0.329	0.599	0.673	0.075	0.075	0.275
024.04_1.25_methylfluoride--ammonia	0.634	0.694	0.393	0.562	0.200	0.200	0.200	0.313	0.483	0.008	0.008	0.135
024.05_1.00_methylfluoride--hydrogen_cyanide	3.117	2.376	3.124	2.623	2.287	2.287	2.287	1.996	1.604	0.867	0.867	1.288
024.05_1.05_methylfluoride--hydrogen_cyanide	1.641	1.618	2.086	1.727	1.392	1.392	1.392	1.303	1.040	0.410	0.410	0.846
024.05_1.10_methylfluoride--hydrogen_cyanide	0.970	1.243	1.502	1.160	0.806	0.806	0.806	0.866	0.738	0.197	0.197	0.574
024.05_1.15_methylfluoride--hydrogen_cyanide	0.702	1.026	1.143	0.814	0.438	0.438	0.438	0.590	0.569	0.072	0.072	0.407
024.05_1.25_methylfluoride--hydrogen_cyanide	0.545	0.734	0.676	0.486	0.127	0.127	0.127	0.296	0.401	-0.063	-0.063	0.230
024.06_1.00_methylfluoride--methylamine	2.369	2.134	2.154	2.425	1.744	1.790	1.790	1.701	1.806	0.772	0.772	1.020
024.06_1.05_methylfluoride--methylamine	1.416	1.551	1.443	1.646	0.992	1.015	1.015	1.067	1.259	0.344	0.344	0.570
024.06_1.10_methylfluoride--methylamine	1.011	1.240	1.050	1.168	0.534	0.546	0.546	0.657	0.948	0.125	0.125	0.310
024.06_1.15_methylfluoride--methylamine	0.840	1.030	0.791	0.878	0.280	0.286	0.286	0.386	0.759	-0.004	-0.004	0.159
024.06_1.25_methylfluoride--methylamine	0.669	0.721	0.442	0.591	0.114	0.115	0.115	0.084	0.542	-0.079	-0.079	0.021
024.07_1.00_nitromethane--cyanogen_fluoride	5.334	2.328	7.451	4.455	3.596	3.597	3.597	0.922	1.153	-0.508	-0.508	0.017
024.07_1.05_nitromethane--cyanogen_fluoride	2.997	1.387	5.339	2.856	1.937	1.939	1.939	0.210	0.555	-1.005	-1.005	-0.545
024.07_1.10_nitromethane--cyanogen_fluoride	1.777	1.065	4.038	1.788	0.823	0.825	0.825	-0.220	0.296	-1.150	-1.150	-0.790
024.07_1.15_nitromethane--cyanogen_fluoride	1.198	0.931	3.181	1.117	0.134	0.135	0.135	-0.489	0.205	-1.151	-1.151	-0.859
024.07_1.25_nitromethane--cyanogen_fluoride	0.774	0.665	2.039	0.521	-0.372	-0.371	-0.371	-0.768	0.204	-0.994	-0.994	-0.764
024.08_1.00_pyridine--cyanogen_fluoride	8.444	2.564	4.731	1.428	0.536	0.543	0.543	-0.664	3.483	2.175	2.175	-0.763
024.08_1.05_pyridine--cyanogen_fluoride	4.354	0.667	2.815	0.150	-0.710	-0.704	-0.704	-1.722	1.429	0.081	0.081	-1.803
024.08_1.10_pyridine--cyanogen_fluoride	1.640	-0.475	1.353	-0.698	-1.515	-1.509	-1.509	-2.303	0.349	-0.979	-0.979	-2.258
024.08_1.15_pyridine--cyanogen_fluoride	0.102	-0.998	0.416	-1.218	-1.991	-1.985	-1.985	-2.591	-0.182	-1.404	-1.404	-2.403
024.08_1.25_pyridine--cyanogen_fluoride	-0.861	-1.114	-0.359	-1.605	-2.308	-2.303	-2.303	-2.695	-0.504	-1.477	-1.477	-2.273
024.09_1.00_pyridine--methylfluoride	3.482	2.629	3.136	2.560	1.704	1.722	1.722	1.395	1.614	0.250	0.250	0.808
024.09_1.05_pyridine--methylfluoride	1.963	1.814	2.063	1.667	0.843	0.857	0.857	0.714	1.007	-0.208	-0.208	0.329
024.09_1.10_pyridine--methylfluoride	1.246	1.392	1.458	1.112	0.316	0.325	0.325	0.295	0.685	-0.402	-0.402	0.065
024.09_1.15_pyridine--methylfluoride	0.928	1.135	1.084	0.780	0.018	0.025	0.025	0.042	0.510	-0.482	-0.482	-0.074
024.09_1.25_pyridine--methylfluoride	0.679	0.785	0.609	0.471	-0.166	-0.161	-0.161	-0.185	0.342	-0.482	-0.482	-0.172
025.01_1.00_cyanogen_fluoride--acetone	-0.240	-0.988	1.684	-2.799	-3.358	-3.356	-3.356	-3.655	2.621	1.804	1.804	-0.262
025.01_1.05_cyanogen_fluoride--acetone	-0.686	-1.564	1.089	-2.648	-3.171	-3.170	-3.170	-4.179	0.562	-0.298	-0.298	-1.592
025.01_1.10_cyanogen_fluoride--acetone	-0.829	-1.751	0.323	-2.331	-2.817	-2.816	-2.816	-4.162	-0.513	-1.406	-1.406	-2.240
025.01_1.15_cyanogen_fluoride--acetone	-0.868	-1.741	-0.383	-2.056	-2.510	-2.510	-2.510	-3.882	-1.028	-1.873	-1.873	-2.507
025.01_1.25_cyanogen_fluoride--acetone	-0.867	-1.465	-1.072	-1.747	-2.173	-2.172	-2.172	-3.130	-1.290	-1.935	-1.935	-2.511
025.02_1.00_furan--cyanogen_fluoride	1.343	0.311	3.465	-0.490	-1.329	-1.313	-1.313	-2.144	2.375	1.099	1.099	-0.045
025.02_1.05_furan--cyanogen_fluoride	0.904	-0.110	2.364	-0.387	-1.180	-1.164	-1.164	-2.369	1.014	-0.258	-0.258	-0.996
025.02_1.10_furan--cyanogen_fluoride	0.623	-0.297	1.373	-0.288	-1.034	-1.018	-1.018	-2.281	0.323	-0.865	-0.865	-1.439
025.02_1.15_furan--cyanogen_fluoride	0.417	-0.340	0.684	-0.254	-0.957	-0.942	-0.942	-2.074	-0.007	-1.065	-1.065	-1.605
025.02_1.25_furan--cyanogen_fluoride	0.134	-0.293	0.151	-0.304	-0.944	-0.932	-0.932	-1.651	-0.199	-1.040	-1.040	-1.552
025.03_1.00_methanol--cyanogen_fluoride	-0.338	-0.914	1.684	-2.179	-2.740	-2.740	-2.740	-3.102	2.374	1.492	1.492	0.135
025.03_1.05_methanol--cyanogen_fluoride	-0.546	-1.298	1.080	-2.018	-2.553	-2.552	-2.552	-3.499	0.522	-0.393	-0.393	-1.162
025.03_1.10_methanol--cyanogen_fluoride	-0.588	-1.402	0.340	-1.767	-2.274	-2.274	-2.274	-3.445	-0.431	-1.339	-1.339	-1.804
025.03_1.15_methanol--cyanogen_fluoride	-0.595	-1.357	-0.278	-1.574	-2.055	-2.055	-2.055	-3.191	-0.881	-1.711	-1.711	-2.081
025.03_1.25_methanol--cyanogen_fluoride	-0.609	-1.115	-0.779	-1.388	-1.837	-1.837	-1.837	-2.582	-1.096	-1.736	-1.736	-2.118
025.04_1.00_methylfluoride--acetone	1.344	1.389	2.196	1.200	0.660	0.662	0.662	-0.123	2.595	1.586	1.586	1.998
025.04_1.05_methylfluoride--acetone	1.087	1.067	1.287	1.110	0.597	0.597	0.597	-0.123	1.868	1.005	1.005	1.357
025.04_1.10_methylfluoride--acetone	0.905	0.897	0.804	0.976	0.465	0.466	0.466	-0.047	1.437	0.700	0.700	0.957
025.04_1.15_methylfluoride--acetone	0.772	0.782	0.604	0.830	0.312	0.312	0.312	0.028	1.166	0.500	0.500	0.704
025.04_1.25_methylfluoride--acetone	0.588	0.596	0.457	0.591	0.117	0.118	0.118	0.096	0.847	0.228	0.228	0.425
025.05_1.00_methylfluoride--furan	1.384	1.278	2.363	0.510	-0.332	-0.300	-0.300	-1.306	1.647	0.285	0.285	0.988
025.05_1.05_methylfluoride--furan	1.045	0.877	1.297	0.465	-0.346	-0.321	-0.321	-1.267	0.925	-0.294	-0.294	0.329
025.05_1.10_methylfluoride--furan	0.813	0.674	0.697	0.388	-0.403	-0.383	-0.383	-1.130	0.547	-0.539	-0.539	-0.034
025.05_1.15_methylfluoride--furan	0.649	0.552	0.433	0.298	-0.474	-0.458	-0.458	-0.984	0.350	-0.641	-0.641	-0.223
025.05_1.25_methylfluoride--furan	0.436	0.373	0.270	0.152	-0.520	-0.508	-0.508	-0.765	0.188	-0.681	-0.681	-0.345
025.06_1.00_methylfluoride--methanol	1.199	1.325	1.596	1.319	0.828	0.884	0.884	0.157	2.641	1.805	1.805	1.891
025.06_1.05_methylfluoride--methanol	1.009	1.031	0.891	1.178	0.688	0.717	0.717	0.138	1.937	1.200	1.200	1.266
025.06_1.10_methylfluoride--methanol	0.871	0.875	0.579	1.011	0.506	0.521	0.521	0.167	1.511	0.848	0.848	0.879
025.06_1.15_methylfluoride--methanol	0.764	0.764	0.481	0.849	0.335	0.342	0.342	0.186	1.235	0.599	0.599	0.633
025.06_1.25_methylfluoride--methanol	0.599	0.577	0.401	0.600	0.156	0.158	0.158	0.150	0.898	0.310	0.310	0.360
025.07_1.00_water--cyanogen_fluoride	-1.058	-1.513	0.663	-2.343	-2.754	-2.754	-2.754	-3.145	2.050	1.360	1.360	0.088
025.07_1.05_water--cyanogen_fluoride	-1.072	-1.739	0.277	-2.136	-2.527	-2.527	-2.527	-3.472	0.276	-0.449	-0.449	-1.125
025.07_1.10_water--cyanogen_fluoride	-0.980	-1.729	-0.284	-1.864	-2.237	-2.237	-2.237	-3.373	-0.623	-1.348	-1.348	-1.725
025.07_1.15_water--cyanogen_fluoride	-0.894	-1.604	-0.752	-1.661	-2.018	-2.018	-2.018	-3.094	-1.034	-1.693	-1.693	-1.984
025.07_1.25_water--cyanogen_fluoride	-0.792	-1.265	-1.047	-1.457	-1.805	-1.805	-1.805	-2.474	-1.204	-1.703	-1.703	-2.021
025.08_1.00_water--methylfluoride	0.969	1.069	0.997	1.249	0.884	0.924	0.924	0.537	2.371	1.725	1.725	1.904
025.08_1.05_water--methylfluoride	0.859	0.885	0.521	1.098	0.714	0.735	0.735	0.519	1.754	1.187	1.187	1.335
025.08_1.10_water--methylfluoride	0.771	0.784	0.363	0.933	0.520	0.530	0.530	0.525	1.377	0.853	0.853	0.973
025.08_1.15_water--methylfluoride	0.696	0.700	0.343	0.779	0.356	0.361	0.361	0.511	1.130	0.606	0.606	0.736
025.08_1.25_water--methylfluoride	0.565	0.542	0.310	0.555	0.201	0.202	0.202	0.412	0.821	0.345	0.345	0.457
026.01_1.00_cyanogen_fluoride--CH3PCH2	13.653	9.275	10.709	-0.797	-1.289	-1.288	-1.288	-3.130	3.119	2.301	2.301	0.008
026.01_1.05_cyanogen_fluoride--CH3PCH2	13.862	9.601	9.414	-0.456	-0.923	-0.922	-0.922	-3.481	1.415	0.531	0.531	-1.100
026.01_1.10_cyanogen_fluoride--CH3PCH2	11.622	9.878	8.016	-0.594	-1.038	-1.038	-1.038	-3.654	0.561	-0.363	-0.363	-1.586
026.01_1.15_cyanogen_fluoride--CH3PCH2	7.471	8.824	6.570	-0.849	-1.279	-1.278	-1.278	-3.668	0.164	-0.711	-0.711	-1.741
026.01_1.25_cyanogen_fluoride--CH3PCH2	0.940	5.253	3.951	-1.074	-1.505	-1.504	-1.504	-3.320	-0.066	-0.752	-0.752	-1.631
026.02_1.00_methylfluoride--CH3PCH2	15.301	11.015	9.533	2.704	2.209	2.222	2.222	3.735	1.293	0.364	0.364	-0.084
026.02_1.05_methylfluoride--CH3PCH2	11.683	10.488	8.028	1.788	1.309	1.315	1.315	2.331	0.532	-0.413	-0.413	-0.586
026.02_1.10_methylfluoride--CH3PCH2	7.218	8.888	6.510	1.027	0.566	0.569	0.569	1.316	0.181	-0.690	-0.690	-0.800
026.02_1.15_methylfluoride--CH3PCH2	3.887	7.017	5.119	0.504	0.051	0.052	0.052	0.617	0.032	-0.733	-0.733	-0.856
026.02_1.25_methylfluoride--CH3PCH2	1.187	4.036	2.990	0.025	-0.417	-0.417	-0.417	-0.119	-0.034	-0.651	-0.651	-0.749
026.03_1.00_phosphine--cyanogen_fluoride	13.579	8.933	9.588	-1.271	-1.543	-1.543	-1.543	-2.526	2.360	1.803	1.803	-0.249
026.03_1.05_phosphine--cyanogen_fluoride	12.763	9.668	8.333	-1.181	-1.447	-1.447	-1.447	-2.879	0.993	0.350	0.350	-1.102
