# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
3.06.04_0.85	4.608	4.573	~~~	4.566	~~~	-4.987	-5.703	~~~	-5.890	~~~	-6.026	~~~	-2.415	-2.572	-2.863	-2.840	~~~	~~~	-3.000	-2.890	~~~	~~~	-3.101	-2.926	~~~	~~~	-4.714	-4.063	~~~	~~~
3.06.04_0.90	3.001	2.987	~~~	2.982	~~~	-4.178	-4.725	~~~	-4.868	~~~	-4.973	~~~	-2.028	-2.149	-2.367	-2.358	~~~	~~~	-2.472	-2.397	~~~	~~~	-2.548	-2.425	~~~	~~~	-3.975	-3.423	~~~	~~~
3.06.04_0.95	1.909	1.907	~~~	1.903	~~~	-3.501	-3.920	~~~	-4.030	~~~	-4.110	~~~	-1.704	-1.798	-1.960	-1.960	~~~	~~~	-2.039	-1.991	~~~	~~~	-2.097	-2.013	~~~	~~~	-3.350	-2.881	~~~	~~~
3.06.04_1.00	1.174	1.179	1.180	1.177	1.176	-2.937	-3.256	-3.153	-3.341	-3.370	-3.404	-3.401	-1.431	-1.506	-1.624	-1.632	-1.564	-1.589	-1.685	-1.656	-1.707	-1.663	-1.729	-1.674	-1.731	-1.670	-2.821	-2.424	-3.022	-2.561
3.06.04_1.05	0.686	0.694	~~~	0.693	~~~	-2.466	-2.710	~~~	-2.776	~~~	-2.824	~~~	-1.202	-1.264	-1.349	-1.362	~~~	~~~	-1.395	-1.381	~~~	~~~	-1.429	-1.395	~~~	~~~	-2.375	-2.039	~~~	~~~
3.06.04_1.10	0.367	0.376	~~~	0.375	~~~	-2.073	-2.261	~~~	-2.312	~~~	-2.349	~~~	-1.011	-1.062	-1.122	-1.138	~~~	~~~	-1.158	-1.154	~~~	~~~	-1.184	-1.166	~~~	~~~	-2.000	-1.716	~~~	~~~
3.06.04_1.25	-0.045	-0.036	~~~	-0.036	~~~	-1.245	-1.332	~~~	-1.357	~~~	-1.375	~~~	-0.606	-0.640	-0.656	-0.676	~~~	~~~	-0.673	-0.684	~~~	~~~	-0.685	-0.690	~~~	~~~	-1.201	-1.028	~~~	~~~
3.06.04_1.50	-0.120	-0.113	~~~	-0.112	~~~	-0.558	-0.588	~~~	-0.595	~~~	-0.601	~~~	-0.269	-0.289	-0.286	-0.302	~~~	~~~	-0.291	-0.304	~~~	~~~	-0.295	-0.306	~~~	~~~	-0.530	-0.454	~~~	~~~
3.06.04_2.00	-0.049	-0.046	~~~	-0.046	~~~	-0.141	-0.147	~~~	-0.148	~~~	-0.149	~~~	-0.067	-0.074	-0.070	-0.076	~~~	~~~	-0.071	-0.077	~~~	~~~	-0.072	-0.077	~~~	~~~	-0.129	-0.110	~~~	~~~
3.06.08_0.80	17.703	17.671	17.688	17.646	17.630	-13.967	-16.047	-15.729	-16.640	-16.856	-17.072	-17.083	-6.844	-7.124	-8.129	-7.918	-7.936	-7.794	-8.550	-8.089	-8.717	-8.139	-8.858	-8.214	-8.892	-8.191	-12.178	-10.441	-13.932	-11.780
3.06.08_0.85	11.333	11.350	~~~	11.335	~~~	-11.344	-12.851	~~~	-13.280	~~~	-13.593	~~~	-5.591	-5.754	-6.511	-6.340	~~~	~~~	-6.812	-6.468	~~~	~~~	-7.032	-6.561	~~~	~~~	-10.013	-8.578	~~~	~~~
3.06.08_0.90	7.200	7.236	~~~	7.227	~~~	-9.228	-10.316	~~~	-10.625	~~~	-10.851	~~~	-4.570	-4.657	-5.226	-5.090	~~~	~~~	-5.440	-5.185	~~~	~~~	-5.596	-5.255	~~~	~~~	-8.228	-7.042	~~~	~~~
3.06.08_0.95	4.541	4.577	~~~	4.572	~~~	-7.518	-8.303	~~~	-8.526	~~~	-8.689	~~~	-3.739	-3.779	-4.204	-4.098	~~~	~~~	-4.356	-4.170	~~~	~~~	-4.467	-4.222	~~~	~~~	-6.758	-5.778	~~~	~~~
3.06.08_1.00	2.842	2.873	2.869	2.870	2.868	-6.136	-6.703	-6.545	-6.864	-6.921	-6.982	-6.980	-3.061	-3.075	-3.392	-3.311	-3.300	-3.245	-3.500	-3.364	-3.541	-3.380	-3.578	-3.404	-3.585	-3.395	-5.548	-4.739	-5.909	-4.958
3.06.08_1.05	1.764	1.788	~~~	1.787	~~~	-5.019	-5.431	~~~	-5.548	~~~	-5.633	~~~	-2.509	-2.510	-2.746	-2.685	~~~	~~~	-2.822	-2.725	~~~	~~~	-2.878	-2.755	~~~	~~~	-4.556	-3.888	~~~	~~~
3.06.08_1.10	1.083	1.102	~~~	1.101	~~~	-4.116	-4.417	~~~	-4.502	~~~	-4.564	~~~	-2.061	-2.055	-2.231	-2.186	~~~	~~~	-2.285	-2.217	~~~	~~~	-2.325	-2.239	~~~	~~~	-3.744	-3.193	~~~	~~~
3.06.08_1.25	0.225	0.236	~~~	0.237	~~~	-2.314	-2.441	~~~	-2.474	~~~	-2.498	~~~	-1.160	-1.154	-1.229	-1.212	~~~	~~~	-1.248	-1.226	~~~	~~~	-1.262	-1.236	~~~	~~~	-2.099	-1.788	~~~	~~~
3.06.08_1.50	-0.005	0.001	~~~	0.001	~~~	-0.962	-1.001	~~~	-1.008	~~~	-1.013	~~~	-0.482	-0.481	-0.502	-0.500	~~~	~~~	-0.505	-0.503	~~~	~~~	-0.508	-0.506	~~~	~~~	-0.856	-0.729	~~~	~~~
3.06.08_2.00	-0.010	-0.008	~~~	-0.008	~~~	-0.228	-0.233	~~~	-0.234	~~~	-0.234	~~~	-0.114	-0.114	-0.116	-0.117	~~~	~~~	-0.117	-0.117	~~~	~~~	-0.117	-0.118	~~~	~~~	-0.195	-0.166	~~~	~~~
3.06.10_0.80	15.830	15.875	15.877	15.823	15.798	-12.075	-14.051	-13.961	-14.654	-14.880	-15.095	-15.117	-6.091	-5.984	-7.272	-6.778	-7.217	-6.744	-7.679	-6.975	-7.844	-7.036	-7.976	-7.118	-8.018	-7.099	-9.614	-8.256	-11.376	-9.598
3.06.10_0.85	9.864	9.935	~~~	9.906	~~~	-9.462	-10.865	~~~	-11.300	~~~	-11.618	~~~	-4.794	-4.668	-5.622	-5.243	~~~	~~~	-5.912	-5.388	~~~	~~~	-6.124	-5.494	~~~	~~~	-7.642	-6.559	~~~	~~~
3.06.10_0.90	6.133	6.187	~~~	6.173	~~~	-7.422	-8.418	~~~	-8.730	~~~	-8.958	~~~	-3.774	-3.648	-4.353	-4.065	~~~	~~~	-4.558	-4.172	~~~	~~~	-4.707	-4.250	~~~	~~~	-6.065	-5.201	~~~	~~~
3.06.10_0.95	3.822	3.843	~~~	3.839	~~~	-5.830	-6.537	~~~	-6.760	~~~	-6.923	~~~	-2.973	-2.858	-3.376	-3.161	~~~	~~~	-3.520	-3.240	~~~	~~~	-3.626	-3.298	~~~	~~~	-4.809	-4.120	~~~	~~~
3.06.10_1.00	2.399	2.388	2.386	2.389	2.388	-4.589	-5.092	-5.049	-5.251	-5.303	-5.367	-5.357	-2.344	-2.245	-2.626	-2.466	-2.601	-2.448	-2.727	-2.524	-2.762	-2.540	-2.800	-2.567	-2.800	-2.557	-3.811	-3.262	-4.222	-3.530
3.06.10_1.05	1.524	1.490	~~~	1.495	~~~	-3.621	-3.981	~~~	-4.094	~~~	-4.176	~~~	-1.852	-1.769	-2.049	-1.932	~~~	~~~	-2.120	-1.974	~~~	~~~	-2.171	-2.006	~~~	~~~	-3.022	-2.584	~~~	~~~
3.06.10_1.10	0.987	0.940	~~~	0.946	~~~	-2.866	-3.126	~~~	-3.206	~~~	-3.264	~~~	-1.467	-1.399	-1.606	-1.520	~~~	~~~	-1.655	-1.551	~~~	~~~	-1.690	-1.574	~~~	~~~	-2.400	-2.050	~~~	~~~
3.06.10_1.25	0.322	0.273	~~~	0.276	~~~	-1.460	-1.559	~~~	-1.588	~~~	-1.609	~~~	-0.748	-0.712	-0.797	-0.762	~~~	~~~	-0.813	-0.775	~~~	~~~	-0.825	-0.784	~~~	~~~	-1.226	-1.046	~~~	~~~
3.06.10_1.50	0.110	0.081	~~~	0.079	~~~	-0.530	-0.548	~~~	-0.555	~~~	-0.559	~~~	-0.274	-0.257	-0.280	-0.269	~~~	~~~	-0.283	-0.272	~~~	~~~	-0.285	-0.275	~~~	~~~	-0.442	-0.377	~~~	~~~
3.06.10_2.00	0.033	0.026	~~~	0.026	~~~	-0.102	-0.102	~~~	-0.103	~~~	-0.103	~~~	-0.054	-0.048	-0.053	-0.050	~~~	~~~	-0.053	-0.050	~~~	~~~	-0.053	-0.050	~~~	~~~	-0.084	-0.072	~~~	~~~
3.06.14_0.80	13.431	13.444	13.458	13.432	13.432	-13.402	-15.061	-14.930	-15.550	-15.730	-15.906	-15.919	-6.648	-6.753	-7.681	-7.380	-7.600	-7.330	-8.038	-7.512	-8.180	-7.550	-8.299	-7.607	-8.329	-7.590	-10.590	-9.025	-12.039	-10.159
3.06.14_0.85	8.161	8.235	~~~	8.229	~~~	-10.966	-12.232	~~~	-12.603	~~~	-12.873	~~~	-5.415	-5.552	-6.196	-6.037	~~~	~~~	-6.465	-6.138	~~~	~~~	-6.662	-6.212	~~~	~~~	-8.712	-7.411	~~~	~~~
3.06.14_0.90	4.729	4.831	~~~	4.830	~~~	-8.970	-9.941	~~~	-10.222	~~~	-10.427	~~~	-4.407	-4.563	-5.001	-4.940	~~~	~~~	-5.204	-5.017	~~~	~~~	-5.353	-5.074	~~~	~~~	-7.155	-6.076	~~~	~~~
3.06.14_0.95	2.521	2.631	~~~	2.634	~~~	-7.335	-8.085	~~~	-8.298	~~~	-8.454	~~~	-3.584	-3.751	-4.040	-4.045	~~~	~~~	-4.194	-4.104	~~~	~~~	-4.307	-4.147	~~~	~~~	-5.869	-4.974	~~~	~~~
3.06.14_1.00	1.119	1.229	1.230	1.234	1.236	-5.999	-6.582	-6.511	-6.745	-6.803	-6.863	-6.864	-2.914	-3.085	-3.267	-3.315	-3.225	-3.286	-3.384	-3.360	-3.429	-3.374	-3.470	-3.393	-3.476	-3.388	-4.809	-4.067	-5.280	-4.413
3.06.14_1.05	0.245	0.351	~~~	0.358	~~~	-4.909	-5.365	~~~	-5.490	~~~	-5.581	~~~	-2.369	-2.540	-2.645	-2.720	~~~	~~~	-2.735	-2.755	~~~	~~~	-2.801	-2.780	~~~	~~~	-3.938	-3.323	~~~	~~~
3.06.14_1.10	-0.287	-0.185	~~~	-0.177	~~~	-4.020	-4.380	~~~	-4.477	~~~	-4.547	~~~	-1.926	-2.094	-2.144	-2.236	~~~	~~~	-2.214	-2.263	~~~	~~~	-2.265	-2.282	~~~	~~~	-3.223	-2.714	~~~	~~~
3.06.14_1.25	-0.843	-0.754	~~~	-0.746	~~~	-2.225	-2.412	~~~	-2.459	~~~	-2.494	~~~	-1.038	-1.187	-1.153	-1.258	~~~	~~~	-1.189	-1.271	~~~	~~~	-1.214	-1.279	~~~	~~~	-1.767	-1.480	~~~	~~~
3.06.14_1.50	-0.727	-0.668	~~~	-0.661	~~~	-0.863	-0.939	~~~	-0.959	~~~	-0.974	~~~	-0.378	-0.485	-0.427	-0.512	~~~	~~~	-0.443	-0.516	~~~	~~~	-0.455	-0.519	~~~	~~~	-0.660	-0.547	~~~	~~~
3.06.14_2.00	-0.341	-0.317	~~~	-0.314	~~~	-0.155	-0.176	~~~	-0.183	~~~	-0.188	~~~	-0.052	-0.103	-0.067	-0.109	~~~	~~~	-0.073	-0.110	~~~	~~~	-0.077	-0.110	~~~	~~~	-0.102	-0.081	~~~	~~~
3.06.17_0.80	6.694	6.620	6.630	6.602	6.591	-4.998	-5.981	-5.917	-6.267	-6.374	-6.476	-6.488	-2.414	-2.584	-3.023	-2.958	-2.984	-2.933	-3.221	-3.046	-3.302	-3.072	-3.366	-3.110	-3.388	-3.100	-4.106	-3.473	-5.032	-4.219
3.06.17_0.85	4.327	4.288	~~~	4.272	~~~	-4.096	-4.834	~~~	-5.048	~~~	-5.204	~~~	-1.990	-2.106	-2.444	-2.390	~~~	~~~	-2.590	-2.458	~~~	~~~	-2.696	-2.508	~~~	~~~	-3.400	-2.875	~~~	~~~
3.06.17_0.90	2.757	2.743	~~~	2.728	~~~	-3.360	-3.914	~~~	-4.074	~~~	-4.190	~~~	-1.640	-1.720	-1.978	-1.936	~~~	~~~	-2.085	-1.989	~~~	~~~	-2.163	-2.027	~~~	~~~	-2.814	-2.379	~~~	~~~
3.06.17_0.95	1.726	1.728	~~~	1.715	~~~	-2.759	-3.175	~~~	-3.294	~~~	-3.381	~~~	-1.352	-1.407	-1.604	-1.572	~~~	~~~	-1.682	-1.612	~~~	~~~	-1.739	-1.642	~~~	~~~	-2.326	-1.966	~~~	~~~
3.06.17_1.00	1.054	1.066	1.069	1.054	1.050	-2.268	-2.582	-2.546	-2.671	-2.705	-2.736	-2.740	-1.115	-1.153	-1.303	-1.280	-1.281	-1.265	-1.360	-1.311	-1.384	-1.321	-1.401	-1.334	-1.408	-1.332	-1.922	-1.623	-2.189	-1.822
3.06.17_1.05	0.620	0.638	~~~	0.628	~~~	-1.867	-2.106	~~~	-2.172	~~~	-2.220	~~~	-0.919	-0.947	-1.061	-1.045	~~~	~~~	-1.102	-1.069	~~~	~~~	-1.133	-1.087	~~~	~~~	-1.586	-1.339	~~~	~~~
3.06.17_1.10	0.342	0.364	~~~	0.356	~~~	-1.539	-1.723	~~~	-1.772	~~~	-1.808	~~~	-0.759	-0.780	-0.866	-0.856	~~~	~~~	-0.897	-0.875	~~~	~~~	-0.919	-0.889	~~~	~~~	-1.309	-1.105	~~~	~~~
3.06.17_1.25	-0.009	0.016	~~~	0.013	~~~	-0.875	-0.964	~~~	-0.985	~~~	-1.001	~~~	-0.431	-0.444	-0.482	-0.482	~~~	~~~	-0.494	-0.491	~~~	~~~	-0.503	-0.498	~~~	~~~	-0.741	-0.624	~~~	~~~
3.06.17_1.50	-0.080	-0.062	~~~	-0.062	~~~	-0.366	-0.399	~~~	-0.404	~~~	-0.409	~~~	-0.178	-0.187	-0.197	-0.201	~~~	~~~	-0.200	-0.204	~~~	~~~	-0.202	-0.206	~~~	~~~	-0.303	-0.255	~~~	~~~
3.06.17_2.00	-0.035	-0.030	~~~	-0.030	~~~	-0.086	-0.092	~~~	-0.093	~~~	-0.094	~~~	-0.041	-0.045	-0.045	-0.047	~~~	~~~	-0.045	-0.048	~~~	~~~	-0.046	-0.048	~~~	~~~	-0.068	-0.057	~~~	~~~
3.07.02_0.80	9.485	9.376	9.391	9.368	9.365	-7.446	-8.655	-8.477	-8.968	-9.074	-9.196	-9.185	-3.651	-3.795	-4.414	-4.241	-4.303	-4.174	-4.644	-4.324	-4.729	-4.345	-4.811	-4.385	-4.819	-4.366	-6.457	-5.507	-7.464	-6.290
3.07.02_0.85	6.222	6.154	~~~	6.149	~~~	-6.076	-6.973	~~~	-7.199	~~~	-7.364	~~~	-2.998	-3.079	-3.557	-3.416	~~~	~~~	-3.722	-3.477	~~~	~~~	-3.842	-3.522	~~~	~~~	-5.334	-4.544	~~~	~~~
3.07.02_0.90	4.043	4.006	~~~	4.003	~~~	-4.966	-5.626	~~~	-5.788	~~~	-5.907	~~~	-2.463	-2.502	-2.870	-2.756	~~~	~~~	-2.987	-2.802	~~~	~~~	-3.072	-2.835	~~~	~~~	-4.404	-3.748	~~~	~~~
3.07.02_0.95	2.605	2.589	~~~	2.586	~~~	-4.064	-4.547	~~~	-4.664	~~~	-4.750	~~~	-2.025	-2.038	-2.318	-2.229	~~~	~~~	-2.402	-2.263	~~~	~~~	-2.462	-2.288	~~~	~~~	-3.634	-3.089	~~~	~~~
3.07.02_1.00	1.668	1.663	1.668	1.660	1.660	-3.330	-3.684	-3.593	-3.769	-3.798	-3.831	-3.828	-1.666	-1.665	-1.876	-1.807	-1.822	-1.771	-1.936	-1.833	-1.958	-1.840	-1.979	-1.852	-1.982	-1.846	-2.997	-2.545	-3.231	-2.698
3.07.02_1.05	1.062	1.062	~~~	1.061	~~~	-2.734	-2.992	~~~	-3.055	~~~	-3.101	~~~	-1.371	-1.363	-1.522	-1.470	~~~	~~~	-1.565	-1.490	~~~	~~~	-1.596	-1.504	~~~	~~~	-2.471	-2.097	~~~	~~~
3.07.02_1.10	0.675	0.676	~~~	0.675	~~~	-2.250	-2.439	~~~	-2.485	~~~	-2.519	~~~	-1.130	-1.120	-1.238	-1.200	~~~	~~~	-1.270	-1.216	~~~	~~~	-1.292	-1.227	~~~	~~~	-2.038	-1.728	~~~	~~~
3.07.02_1.25	0.174	0.175	~~~	0.174	~~~	-1.274	-1.351	~~~	-1.372	~~~	-1.386	~~~	-0.640	-0.634	-0.682	-0.669	~~~	~~~	-0.695	-0.677	~~~	~~~	-0.704	-0.682	~~~	~~~	-1.152	-0.976	~~~	~~~
3.07.02_1.50	0.023	0.022	~~~	0.022	~~~	-0.532	-0.554	~~~	-0.560	~~~	-0.563	~~~	-0.266	-0.266	-0.278	-0.277	~~~	~~~	-0.281	-0.279	~~~	~~~	-0.283	-0.281	~~~	~~~	-0.473	-0.400	~~~	~~~
3.07.02_2.00	0.002	0.001	~~~	0.001	~~~	-0.126	-0.129	~~~	-0.130	~~~	-0.131	~~~	-0.063	-0.063	-0.064	-0.065	~~~	~~~	-0.065	-0.065	~~~	~~~	-0.065	-0.066	~~~	~~~	-0.108	-0.091	~~~	~~~
3.07.05_0.80	7.956	7.944	7.952	7.938	7.936	-7.484	-8.560	-8.347	-8.839	-8.932	-9.042	-9.031	-3.686	-3.798	-4.343	-4.217	-4.214	-4.133	-4.544	-4.295	-4.618	-4.314	-4.691	-4.352	-4.696	-4.335	-6.726	-5.820	-7.563	-6.462
3.07.05_0.85	5.423	5.425	~~~	5.422	~~~	-6.324	-7.164	~~~	-7.379	~~~	-7.536	~~~	-3.123	-3.201	-3.628	-3.535	~~~	~~~	-3.782	-3.596	~~~	~~~	-3.894	-3.641	~~~	~~~	-5.724	-4.947	~~~	~~~
3.07.05_0.90	3.669	3.678	~~~	3.675	~~~	-5.349	-6.004	~~~	-6.169	~~~	-6.290	~~~	-2.647	-2.702	-3.036	-2.968	~~~	~~~	-3.153	-3.016	~~~	~~~	-3.239	-3.051	~~~	~~~	-4.870	-4.204	~~~	~~~
3.07.05_0.95	2.459	2.470	~~~	2.469	~~~	-4.528	-5.039	~~~	-5.167	~~~	-5.260	~~~	-2.245	-2.283	-2.544	-2.495	~~~	~~~	-2.634	-2.534	~~~	~~~	-2.699	-2.562	~~~	~~~	-4.142	-3.572	~~~	~~~
3.07.05_1.00	1.628	1.639	1.641	1.639	1.638	-3.838	-4.237	-4.106	-4.336	-4.368	-4.408	-4.402	-1.905	-1.932	-2.136	-2.102	-2.060	-2.047	-2.204	-2.132	-2.229	-2.140	-2.254	-2.154	-2.255	-2.148	-3.523	-3.035	-3.760	-3.188
3.07.05_1.05	1.060	1.070	~~~	1.070	~~~	-3.256	-3.570	~~~	-3.646	~~~	-3.702	~~~	-1.618	-1.638	-1.796	-1.773	~~~	~~~	-1.848	-1.798	~~~	~~~	-1.887	-1.816	~~~	~~~	-2.998	-2.580	~~~	~~~
3.07.05_1.10	0.674	0.682	~~~	0.682	~~~	-2.767	-3.014	~~~	-3.073	~~~	-3.117	~~~	-1.376	-1.392	-1.514	-1.500	~~~	~~~	-1.554	-1.519	~~~	~~~	-1.583	-1.534	~~~	~~~	-2.552	-2.194	~~~	~~~
3.07.05_1.25	0.120	0.123	~~~	0.124	~~~	-1.717	-1.839	~~~	-1.868	~~~	-1.890	~~~	-0.853	-0.864	-0.918	-0.920	~~~	~~~	-0.937	-0.931	~~~	~~~	-0.951	-0.938	~~~	~~~	-1.583	-1.358	~~~	~~~
3.07.05_1.50	-0.068	-0.066	~~~	-0.066	~~~	-0.811	-0.852	~~~	-0.863	~~~	-0.870	~~~	-0.400	-0.410	-0.422	-0.431	~~~	~~~	-0.428	-0.435	~~~	~~~	-0.433	-0.438	~~~	~~~	-0.740	-0.633	~~~	~~~
3.07.05_2.00	-0.050	-0.049	~~~	-0.049	~~~	-0.220	-0.227	~~~	-0.229	~~~	-0.231	~~~	-0.107	-0.113	-0.111	-0.117	~~~	~~~	-0.112	-0.117	~~~	~~~	-0.113	-0.118	~~~	~~~	-0.194	-0.166	~~~	~~~
3.07.07_0.80	14.379	14.313	14.315	14.308	14.305	-11.215	-12.956	-12.663	-13.424	-13.585	-13.765	-13.753	-5.579	-5.636	-6.652	-6.304	-6.472	-6.192	-6.992	-6.432	-7.120	-6.464	-7.240	-6.525	-7.255	-6.498	-9.753	-8.385	-11.140	-9.452
3.07.07_0.85	9.446	9.416	~~~	9.412	~~~	-9.123	-10.415	~~~	-10.757	~~~	-11.007	~~~	-4.558	-4.565	-5.344	-5.071	~~~	~~~	-5.590	-5.167	~~~	~~~	-5.770	-5.237	~~~	~~~	-8.016	-6.882	~~~	~~~
3.07.07_0.90	6.184	6.177	~~~	6.174	~~~	-7.434	-8.393	~~~	-8.644	~~~	-8.828	~~~	-3.727	-3.708	-4.302	-4.091	~~~	~~~	-4.481	-4.163	~~~	~~~	-4.612	-4.216	~~~	~~~	-6.588	-5.647	~~~	~~~
3.07.07_0.95	4.034	4.040	~~~	4.037	~~~	-6.069	-6.782	~~~	-6.967	~~~	-7.102	~~~	-3.050	-3.019	-3.472	-3.310	~~~	~~~	-3.602	-3.365	~~~	~~~	-3.696	-3.405	~~~	~~~	-5.415	-4.634	~~~	~~~
3.07.07_1.00	2.622	2.632	2.635	2.630	2.630	-4.964	-5.496	-5.359	-5.633	-5.679	-5.733	-5.726	-2.498	-2.466	-2.809	-2.687	-2.728	-2.631	-2.904	-2.730	-2.939	-2.740	-2.973	-2.760	-2.975	-2.751	-4.453	-3.805	-4.800	-4.034
3.07.07_1.05	1.697	1.708	~~~	1.706	~~~	-4.070	-4.469	~~~	-4.570	~~~	-4.644	~~~	-2.050	-2.020	-2.280	-2.189	~~~	~~~	-2.349	-2.222	~~~	~~~	-2.399	-2.245	~~~	~~~	-3.664	-3.127	~~~	~~~
3.07.07_1.10	1.093	1.102	~~~	1.100	~~~	-3.346	-3.645	~~~	-3.721	~~~	-3.776	~~~	-1.685	-1.660	-1.856	-1.789	~~~	~~~	-1.906	-1.815	~~~	~~~	-1.943	-1.833	~~~	~~~	-3.019	-2.573	~~~	~~~
3.07.07_1.25	0.276	0.281	~~~	0.280	~~~	-1.893	-2.024	~~~	-2.056	~~~	-2.080	~~~	-0.952	-0.941	-1.024	-1.000	~~~	~~~	-1.044	-1.012	~~~	~~~	-1.059	-1.021	~~~	~~~	-1.708	-1.452	~~~	~~~
3.07.07_1.50	0.014	0.017	~~~	0.016	~~~	-0.787	-0.825	~~~	-0.834	~~~	-0.840	~~~	-0.394	-0.393	-0.414	-0.411	~~~	~~~	-0.419	-0.415	~~~	~~~	-0.422	-0.418	~~~	~~~	-0.700	-0.594	~~~	~~~
3.07.07_2.00	-0.004	-0.004	~~~	-0.004	~~~	-0.181	-0.186	~~~	-0.188	~~~	-0.189	~~~	-0.090	-0.091	-0.093	-0.094	~~~	~~~	-0.094	-0.094	~~~	~~~	-0.094	-0.094	~~~	~~~	-0.156	-0.132	~~~	~~~
3.07.11_0.80	25.268	25.401	25.409	25.375	25.371	-21.827	-25.052	-24.884	-26.018	-26.360	-26.723	-26.720	-10.951	-10.876	-12.893	-12.160	-12.789	-12.094	-13.572	-12.446	-13.837	-12.523	-14.067	-12.656	-14.116	-12.604	-16.551	-13.944	-19.366	-16.128
3.07.11_0.85	15.876	16.043	~~~	16.029	~~~	-17.458	-19.847	~~~	-20.552	~~~	-21.066	~~~	-8.763	-8.695	-10.181	-9.666	~~~	~~~	-10.672	-9.880	~~~	~~~	-11.030	-10.036	~~~	~~~	-13.350	-11.240	~~~	~~~
3.07.11_0.90	9.926	10.080	~~~	10.076	~~~	-14.004	-15.776	~~~	-16.287	~~~	-16.660	~~~	-7.032	-6.972	-8.069	-7.708	~~~	~~~	-8.420	-7.867	~~~	~~~	-8.677	-7.983	~~~	~~~	-10.790	-9.075	~~~	~~~
3.07.11_0.95	6.187	6.306	~~~	6.309	~~~	-11.268	-12.584	~~~	-12.952	~~~	-13.222	~~~	-5.660	-5.608	-6.419	-6.165	~~~	~~~	-6.669	-6.283	~~~	~~~	-6.852	-6.369	~~~	~~~	-8.737	-7.339	~~~	~~~
3.07.11_1.00	3.851	3.933	3.934	3.938	3.937	-9.095	-10.074	-9.993	-10.339	-10.429	-10.533	-10.524	-4.570	-4.525	-5.126	-4.948	-5.078	-4.914	-5.304	-5.035	-5.370	-5.059	-5.433	-5.099	-5.440	-5.084	-7.088	-5.947	-7.876	-6.495
3.07.11_1.05	2.399	2.448	~~~	2.454	~~~	-7.366	-8.096	~~~	-8.286	~~~	-8.425	~~~	-3.702	-3.664	-4.111	-3.985	~~~	~~~	-4.236	-4.050	~~~	~~~	-4.328	-4.098	~~~	~~~	-5.763	-4.829	~~~	~~~
3.07.11_1.10	1.499	1.523	~~~	1.530	~~~	-5.986	-6.532	~~~	-6.669	~~~	-6.769	~~~	-3.009	-2.977	-3.310	-3.221	~~~	~~~	-3.399	-3.270	~~~	~~~	-3.464	-3.306	~~~	~~~	-4.696	-3.931	~~~	~~~
3.07.11_1.25	0.383	0.376	~~~	0.379	~~~	-3.287	-3.519	~~~	-3.574	~~~	-3.613	~~~	-1.652	-1.635	-1.775	-1.744	~~~	~~~	-1.808	-1.766	~~~	~~~	-1.832	-1.782	~~~	~~~	-2.584	-2.158	~~~	~~~
3.07.11_1.50	0.062	0.053	~~~	0.053	~~~	-1.316	-1.376	~~~	-1.392	~~~	-1.403	~~~	-0.661	-0.655	-0.691	-0.685	~~~	~~~	-0.699	-0.693	~~~	~~~	-0.705	-0.698	~~~	~~~	-1.026	-0.855	~~~	~~~
3.07.11_2.00	0.009	0.008	~~~	0.008	~~~	-0.287	-0.294	~~~	-0.295	~~~	-0.297	~~~	-0.144	-0.143	-0.147	-0.147	~~~	~~~	-0.148	-0.148	~~~	~~~	-0.148	-0.148	~~~	~~~	-0.218	-0.182	~~~	~~~
3.07.14_0.80	14.255	14.302	14.306	14.265	14.264	-11.069	-12.864	-12.788	-13.344	-13.525	-13.695	-13.714	-5.718	-5.351	-6.827	-6.037	-6.778	-6.010	-7.156	-6.189	-7.293	-6.232	-7.395	-6.300	-7.438	-6.276	-8.803	-7.470	-10.363	-8.696
3.07.14_0.85	8.632	8.738	~~~	8.711	~~~	-8.588	-9.887	~~~	-10.226	~~~	-10.473	~~~	-4.446	-4.142	-5.241	-4.646	~~~	~~~	-5.469	-4.757	~~~	~~~	-5.636	-4.837	~~~	~~~	-6.907	-5.862	~~~	~~~
3.07.14_0.90	5.140	5.268	~~~	5.249	~~~	-6.674	-7.613	~~~	-7.850	~~~	-8.023	~~~	-3.460	-3.214	-4.029	-3.585	~~~	~~~	-4.185	-3.665	~~~	~~~	-4.299	-3.724	~~~	~~~	-5.419	-4.597	~~~	~~~
