# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
5.1.14_095	0.291	0.422	~~~	0.406	~~~	-4.923	-5.588	~~~	-5.788	~~~	-5.935	~~~	-2.311	-2.612	-2.728	-2.86	~~~	~~~	-2.872	-2.916	~~~	~~~	-2.978	-2.957	~~~	~~~	-3.844	-3.143	~~~	~~~
5.1.14_100	-0.86	-0.729	-0.729	-0.736	-0.738	-4.016	-4.498	-4.477	-4.642	-4.695	-4.747	-4.751	-1.896	-2.12	-2.194	-2.304	-2.181	-2.296	-2.296	-2.346	-2.337	-2.358	-2.371	-2.376	-2.38	-2.371	-3.182	-2.604	-3.659	-2.991
5.1.14_105	-1.462	-1.343	~~~	-1.343	~~~	-3.287	-3.635	~~~	-3.738	~~~	-3.813	~~~	-1.56	-1.727	-1.771	-1.864	~~~	~~~	-1.844	-1.894	~~~	~~~	-1.896	-1.917	~~~	~~~	-2.636	-2.158	~~~	~~~
5.1.14_110	-1.726	-1.624	~~~	-1.621	~~~	-2.699	-2.95	~~~	-3.023	~~~	-3.076	~~~	-1.287	-1.412	-1.436	-1.514	~~~	~~~	-1.487	-1.536	~~~	~~~	-1.524	-1.553	~~~	~~~	-2.184	-1.789	~~~	~~~
5.1.14_125	-1.631	-1.578	~~~	-1.571	~~~	-1.523	-1.616	~~~	-1.642	~~~	-1.661	~~~	-0.733	-0.791	-0.784	-0.833	~~~	~~~	-0.801	-0.842	~~~	~~~	-0.813	-0.848	~~~	~~~	-1.244	-1.021	~~~	~~~
5.1.14_150	-0.976	-0.958	~~~	-0.954	~~~	-0.627	-0.645	~~~	-0.65	~~~	-0.654	~~~	-0.301	-0.326	-0.309	-0.336	~~~	~~~	-0.312	-0.338	~~~	~~~	-0.314	-0.34	~~~	~~~	-0.497	-0.41	~~~	~~~
5.1.14_200	-0.341	-0.336	~~~	-0.335	~~~	-0.142	-0.142	~~~	-0.142	~~~	-0.143	~~~	-0.066	-0.076	-0.066	-0.076	~~~	~~~	-0.066	-0.076	~~~	~~~	-0.066	-0.076	~~~	~~~	-0.1	-0.084	~~~	~~~
5.1.15_080	10.93	10.903	10.911	10.848	10.844	-8.253	-9.837	-9.782	-10.305	-10.489	-10.646	-10.682	-3.78	-4.474	-4.814	-5.023	-4.779	-5.003	-5.162	-5.142	-5.309	-5.18	-5.416	-5.23	-5.464	-5.218	-6.521	-5.346	-8.114	-6.711
5.1.15_085	5.699	5.764	~~~	5.724	~~~	-6.693	-7.83	~~~	-8.163	~~~	-8.406	~~~	-3.095	-3.598	-3.83	-4	~~~	~~~	-4.075	-4.088	~~~	~~~	-4.254	-4.152	~~~	~~~	-5.415	-4.445	~~~	~~~
5.1.15_090	2.496	2.6	~~~	2.574	~~~	-5.425	-6.234	~~~	-6.472	~~~	-6.645	~~~	-2.531	-2.894	-3.047	-3.187	~~~	~~~	-3.22	-3.252	~~~	~~~	-3.346	-3.299	~~~	~~~	-4.481	-3.681	~~~	~~~
5.1.15_095	0.606	0.72	~~~	0.705	~~~	-4.402	-4.974	~~~	-5.144	~~~	-5.267	~~~	-2.07	-2.332	-2.43	-2.545	~~~	~~~	-2.551	-2.593	~~~	~~~	-2.64	-2.628	~~~	~~~	-3.702	-3.041	~~~	~~~
5.1.15_100	-0.452	-0.345	-0.344	-0.352	-0.354	-3.579	-3.981	-3.955	-4.102	-4.145	-4.19	-4.19	-1.694	-1.885	-1.943	-2.038	-1.927	-2.028	-2.028	-2.074	-2.061	-2.084	-2.09	-2.1	-2.096	-2.094	-3.056	-2.508	-3.428	-2.803
5.1.15_105	-0.998	-0.904	~~~	-0.906	~~~	-2.916	-3.198	~~~	-3.283	~~~	-3.345	~~~	-1.388	-1.528	-1.558	-1.639	~~~	~~~	-1.618	-1.665	~~~	~~~	-1.661	-1.684	~~~	~~~	-2.52	-2.067	~~~	~~~
5.1.15_110	-1.238	-1.159	~~~	-1.159	~~~	-2.38	-2.578	~~~	-2.638	~~~	-2.682	~~~	-1.137	-1.243	-1.254	-1.324	~~~	~~~	-1.296	-1.342	~~~	~~~	-1.326	-1.356	~~~	~~~	-2.076	-1.702	~~~	~~~
5.1.15_125	-1.188	-1.146	~~~	-1.143	~~~	-1.312	-1.382	~~~	-1.404	~~~	-1.419	~~~	-0.629	-0.683	-0.667	-0.715	~~~	~~~	-0.681	-0.722	~~~	~~~	-0.691	-0.728	~~~	~~~	-1.157	-0.946	~~~	~~~
5.1.15_150	-0.694	-0.677	~~~	-0.675	~~~	-0.519	-0.534	~~~	-0.538	~~~	-0.541	~~~	-0.246	-0.273	-0.252	-0.282	~~~	~~~	-0.255	-0.283	~~~	~~~	-0.257	-0.284	~~~	~~~	-0.449	-0.366	~~~	~~~
5.1.15_200	-0.23	-0.225	~~~	-0.225	~~~	-0.112	-0.112	~~~	-0.113	~~~	-0.114	~~~	-0.051	-0.061	-0.051	-0.062	~~~	~~~	-0.051	-0.062	~~~	~~~	-0.052	-0.062	~~~	~~~	-0.09	-0.073	~~~	~~~
5.1.16_080	15.73	16.179	16.198	16.064	16.061	-13.823	-17.62	-17.506	-18.813	-19.298	-19.684	-19.808	-5.834	-7.989	-8.298	-9.321	-8.23	-9.275	-9.208	-9.605	-9.6	-9.699	-9.872	-9.813	-10.011	-9.797	-9.785	-8.171	-13.788	-11.657
5.1.16_085	8.075	8.67	~~~	8.576	~~~	-11.917	-14.843	~~~	-15.744	~~~	-16.401	~~~	-5.171	-6.746	-7.053	-7.79	~~~	~~~	-7.733	-8.011	~~~	~~~	-8.229	-8.172	~~~	~~~	-8.752	-7.288	~~~	~~~
5.1.16_090	3.248	3.875	~~~	3.801	~~~	-10.015	-12.264	~~~	-12.944	~~~	-13.441	~~~	-4.423	-5.592	-5.855	-6.409	~~~	~~~	-6.363	-6.581	~~~	~~~	-6.734	-6.707	~~~	~~~	-7.59	-6.314	~~~	~~~
5.1.16_095	0.308	0.907	~~~	0.854	~~~	-8.286	-10.016	~~~	-10.528	~~~	-10.902	~~~	-3.705	-4.58	-4.795	-5.221	~~~	~~~	-5.174	-5.355	~~~	~~~	-5.45	-5.452	~~~	~~~	-6.454	-5.37	~~~	~~~
5.1.16_100	-1.385	-0.842	-0.822	-0.876	-0.874	-6.8	-8.132	-8.069	-8.516	-8.666	-8.797	-8.822	-3.072	-3.728	-3.902	-4.23	-3.866	-4.203	-4.183	-4.334	-4.3	-4.366	-4.388	-4.409	-4.424	-4.399	-5.425	-4.518	-6.778	-5.634
5.1.16_105	-2.271	-1.792	~~~	-1.811	~~~	-5.563	-6.59	~~~	-6.877	~~~	-7.086	~~~	-2.536	-3.027	-3.169	-3.421	~~~	~~~	-3.377	-3.5	~~~	~~~	-3.528	-3.558	~~~	~~~	-4.534	-3.78	~~~	~~~
5.1.16_110	-2.648	-2.234	~~~	-2.243	~~~	-4.552	-5.344	~~~	-5.556	~~~	-5.71	~~~	-2.094	-2.458	-2.576	-2.768	~~~	~~~	-2.728	-2.828	~~~	~~~	-2.839	-2.871	~~~	~~~	-3.781	-3.155	~~~	~~~
5.1.16_125	-2.411	-2.16	~~~	-2.159	~~~	-2.53	-2.891	~~~	-2.975	~~~	-3.036	~~~	-1.19	-1.339	-1.403	-1.488	~~~	~~~	-1.462	-1.514	~~~	~~~	-1.505	-1.532	~~~	~~~	-2.196	-1.838	~~~	~~~
5.1.16_150	-1.3	-1.196	~~~	-1.191	~~~	-1.016	-1.116	~~~	-1.137	~~~	-1.152	~~~	-0.488	-0.528	-0.543	-0.573	~~~	~~~	-0.558	-0.58	~~~	~~~	-0.568	-0.585	~~~	~~~	-0.912	-0.766	~~~	~~~
5.1.16_200	-0.356	-0.329	~~~	-0.327	~~~	-0.213	-0.227	~~~	-0.23	~~~	-0.233	~~~	-0.102	-0.111	-0.11	-0.118	~~~	~~~	-0.112	-0.119	~~~	~~~	-0.113	-0.119	~~~	~~~	-0.187	-0.158	~~~	~~~
5.1.17_080	12.409	12.674	12.7	12.562	12.564	-8.705	-11.111	-11.032	-11.762	-12.029	-12.238	-12.308	-3.691	-5.014	-5.302	-5.809	-5.254	-5.778	-5.794	-5.968	-6.008	-6.021	-6.154	-6.084	-6.232	-6.076	-6.658	-5.433	-9.082	-7.549
5.1.17_085	6.524	6.859	~~~	6.77	~~~	-7.176	-8.983	~~~	-9.462	~~~	-9.811	~~~	-3.113	-4.063	-4.313	-4.67	~~~	~~~	-4.669	-4.793	~~~	~~~	-4.929	-4.882	~~~	~~~	-5.602	-4.59	~~~	~~~
5.1.17_090	2.914	3.259	~~~	3.195	~~~	-5.87	-7.227	~~~	-7.578	~~~	-7.835	~~~	-2.599	-3.271	-3.491	-3.736	~~~	~~~	-3.748	-3.83	~~~	~~~	-3.936	-3.898	~~~	~~~	-4.671	-3.842	~~~	~~~
5.1.17_095	0.784	1.109	~~~	1.067	~~~	-4.791	-5.811	~~~	-6.067	~~~	-6.254	~~~	-2.162	-2.628	-2.826	-2.985	~~~	~~~	-3.01	-3.057	~~~	~~~	-3.145	-3.109	~~~	~~~	-3.88	-3.202	~~~	~~~
5.1.17_100	-0.402	-0.114	-0.1	-0.137	-0.138	-3.912	-4.681	-4.642	-4.866	-4.934	-5	-5.005	-1.799	-2.114	-2.293	-2.388	-2.271	-2.372	-2.424	-2.442	-2.476	-2.457	-2.519	-2.481	-2.532	-2.473	-3.219	-2.665	-3.955	-3.277
5.1.17_105	-1.003	-0.756	~~~	-0.767	~~~	-3.202	-3.783	~~~	-3.914	~~~	-4.01	~~~	-1.498	-1.704	-1.868	-1.915	~~~	~~~	-1.959	-1.955	~~~	~~~	-2.026	-1.984	~~~	~~~	-2.672	-2.219	~~~	~~~
5.1.17_110	-1.254	-1.048	~~~	-1.051	~~~	-2.628	-3.068	~~~	-3.161	~~~	-3.228	~~~	-1.25	-1.378	-1.527	-1.541	~~~	~~~	-1.59	-1.571	~~~	~~~	-1.636	-1.592	~~~	~~~	-2.221	-1.85	~~~	~~~
5.1.17_125	-1.14	-1.03	~~~	-1.026	~~~	-1.482	-1.677	~~~	-1.709	~~~	-1.732	~~~	-0.735	-0.747	-0.854	-0.824	~~~	~~~	-0.873	-0.836	~~~	~~~	-0.888	-0.844	~~~	~~~	-1.286	-1.08	~~~	~~~
5.1.17_150	-0.569	-0.53	~~~	-0.525	~~~	-0.614	-0.67	~~~	-0.678	~~~	-0.684	~~~	-0.32	-0.294	-0.353	-0.318	~~~	~~~	-0.356	-0.322	~~~	~~~	-0.359	-0.325	~~~	~~~	-0.54	-0.46	~~~	~~~
5.1.17_200	-0.133	-0.125	~~~	-0.124	~~~	-0.144	-0.155	~~~	-0.156	~~~	-0.157	~~~	-0.081	-0.062	-0.088	-0.067	~~~	~~~	-0.088	-0.068	~~~	~~~	-0.088	-0.069	~~~	~~~	-0.125	-0.11	~~~	~~~
5.1.18_080	17.815	17.499	17.526	17.367	17.359	-16.728	-20.445	-20.29	-21.569	-22.018	-22.389	-22.488	-7.354	-9.373	-9.788	-10.657	-9.688	-10.602	-10.646	-10.923	-11.012	-11.006	-11.273	-11.116	-11.395	-11.093	-12.399	-10.292	-16.305	-13.708
5.1.18_085	8.983	8.958	~~~	8.847	~~~	-14.668	-17.51	~~~	-18.355	~~~	-18.972	~~~	-6.608	-8.06	-8.452	-9.058	~~~	~~~	-9.092	-9.263	~~~	~~~	-9.559	-9.413	~~~	~~~	-11.237	-9.288	~~~	~~~
5.1.18_090	3.43	3.569	~~~	3.477	~~~	-12.582	-14.746	~~~	-15.382	~~~	-15.847	~~~	-5.76	-6.823	-7.149	-7.597	~~~	~~~	-7.626	-7.757	~~~	~~~	-7.974	-7.873	~~~	~~~	-9.919	-8.176	~~~	~~~
5.1.18_095	0.034	0.256	~~~	0.183	~~~	-10.623	-12.266	~~~	-12.746	~~~	-13.096	~~~	-4.916	-5.708	-5.958	-6.308	~~~	~~~	-6.314	-6.432	~~~	~~~	-6.573	-6.523	~~~	~~~	-8.584	-7.065	~~~	~~~
5.1.18_100	-1.952	-1.695	-1.673	-1.747	-1.748	-8.876	-10.122	-10.036	-10.484	-10.623	-10.748	-10.77	-4.139	-4.737	-4.921	-5.201	-4.869	-5.167	-5.185	-5.299	-5.295	-5.328	-5.378	-5.37	-5.411	-5.359	-7.325	-6.027	-8.55	-7.032
5.1.18_105	-3.023	-2.76	~~~	-2.794	~~~	-7.37	-8.317	~~~	-8.588	~~~	-8.786	~~~	-3.457	-3.913	-4.044	-4.273	~~~	~~~	-4.24	-4.348	~~~	~~~	-4.382	-4.403	~~~	~~~	-6.192	-5.098	~~~	~~~
5.1.18_110	-3.512	-3.262	~~~	-3.28	~~~	-6.101	-6.82	~~~	-7.022	~~~	-7.169	~~~	-2.875	-3.226	-3.315	-3.505	~~~	~~~	-3.459	-3.563	~~~	~~~	-3.564	-3.605	~~~	~~~	-5.205	-4.288	~~~	~~~
5.1.18_125	-3.353	-3.186	~~~	-3.182	~~~	-3.457	-3.771	~~~	-3.851	~~~	-3.91	~~~	-1.642	-1.815	-1.828	-1.944	~~~	~~~	-1.883	-1.968	~~~	~~~	-1.923	-1.986	~~~	~~~	-3.044	-2.519	~~~	~~~
5.1.18_150	-2.073	-2.008	~~~	-1.999	~~~	-1.387	-1.466	~~~	-1.486	~~~	-1.5	~~~	-0.654	-0.733	-0.698	-0.768	~~~	~~~	-0.712	-0.774	~~~	~~~	-0.721	-0.779	~~~	~~~	-1.239	-1.034	~~~	~~~
5.1.18_200	-0.787	-0.769	~~~	-0.766	~~~	-0.266	-0.275	~~~	-0.28	~~~	-0.283	~~~	-0.114	-0.152	-0.12	-0.155	~~~	~~~	-0.124	-0.156	~~~	~~~	-0.126	-0.157	~~~	~~~	-0.22	-0.188	~~~	~~~
5.1.19_080	16.205	16.146	16.173	16.039	16.035	-13.719	-16.765	-16.608	-17.61	-17.948	-18.227	-18.302	-6.032	-7.687	-8.044	-8.722	-7.945	-8.664	-8.68	-8.93	-8.951	-8.996	-9.144	-9.083	-9.236	-9.066	-10.813	-8.956	-13.899	-11.638
5.1.19_085	8.511	8.62	~~~	8.532	~~~	-11.508	-13.803	~~~	-14.43	~~~	-14.887	~~~	-5.136	-6.372	-6.639	-7.164	~~~	~~~	-7.105	-7.324	~~~	~~~	-7.445	-7.441	~~~	~~~	-9.3	-7.699	~~~	~~~
5.1.19_090	3.659	3.85	~~~	3.783	~~~	-9.534	-11.257	~~~	-11.722	~~~	-12.061	~~~	-4.302	-5.232	-5.42	-5.837	~~~	~~~	-5.762	-5.96	~~~	~~~	-6.011	-6.05	~~~	~~~	-7.875	-6.522	~~~	~~~
5.1.19_095	0.69	0.913	~~~	0.867	~~~	-7.844	-9.135	~~~	-9.479	~~~	-9.729	~~~	-3.57	-4.274	-4.4	-4.735	~~~	~~~	-4.65	-4.829	~~~	~~~	-4.832	-4.898	~~~	~~~	-6.605	-5.473	~~~	~~~
5.1.19_100	-1.046	-0.82	-0.807	-0.849	-0.85	-6.432	-7.399	-7.313	-7.651	-7.744	-7.835	-7.842	-2.949	-3.484	-3.565	-3.834	-3.514	-3.799	-3.746	-3.906	-3.818	-3.926	-3.878	-3.958	-3.894	-3.947	-5.508	-4.567	-6.42	-5.316
5.1.19_105	-1.989	-1.779	~~~	-1.794	~~~	-5.269	-5.993	~~~	-6.176	~~~	-6.31	~~~	-2.43	-2.839	-2.887	-3.106	~~~	~~~	-3.017	-3.159	~~~	~~~	-3.112	-3.198	~~~	~~~	-4.577	-3.798	~~~	~~~
5.1.19_110	-2.435	-2.25	~~~	-2.255	~~~	-4.317	-4.86	~~~	-4.992	~~~	-5.088	~~~	-2	-2.316	-2.34	-2.519	~~~	~~~	-2.433	-2.558	~~~	~~~	-2.501	-2.587	~~~	~~~	-3.797	-3.153	~~~	~~~
5.1.19_125	-2.42	-2.314	~~~	-2.309	~~~	-2.393	-2.624	~~~	-2.673	~~~	-2.709	~~~	-1.117	-1.276	-1.259	-1.365	~~~	~~~	-1.292	-1.381	~~~	~~~	-1.317	-1.392	~~~	~~~	-2.158	-1.795	~~~	~~~
5.1.19_150	-1.536	-1.495	~~~	-1.489	~~~	-0.935	-0.995	~~~	-1.008	~~~	-1.017	~~~	-0.431	-0.504	-0.468	-0.527	~~~	~~~	-0.476	-0.531	~~~	~~~	-0.483	-0.534	~~~	~~~	-0.846	-0.705	~~~	~~~
5.1.19_200	-0.6	-0.588	~~~	-0.588	~~~	-0.172	-0.183	~~~	-0.186	~~~	-0.188	~~~	-0.07	-0.101	-0.079	-0.104	~~~	~~~	-0.081	-0.105	~~~	~~~	-0.083	-0.105	~~~	~~~	-0.142	-0.119	~~~	~~~
5.1.20_080	11.481	10.548	10.556	10.396	10.37	-12.239	-18.042	-17.884	-20.121	-20.942	-21.637	-21.803	-3.055	-9.184	-6.816	-11.226	-6.717	-11.167	-8.419	-11.701	-9.096	-11.846	-9.589	-12.049	-9.805	-11.998	-6.905	-5.768	-13.18	-11.486
5.1.20_085	-0.579	-0.972	~~~	-1.088	~~~	-12.028	-16.684	~~~	-18.322	~~~	-19.517	~~~	-3.67	-8.359	-6.668	-10.015	~~~	~~~	-7.929	-10.392	~~~	~~~	-8.849	-10.668	~~~	~~~	-7.414	-6.129	~~~	~~~
5.1.20_090	-7.312	-7.313	~~~	-7.414	~~~	-11.502	-15.211	~~~	-16.498	~~~	-17.437	~~~	-3.979	-7.523	-6.349	-8.862	~~~	~~~	-7.336	-9.162	~~~	~~~	-8.057	-9.38	~~~	~~~	-7.581	-6.21	~~~	~~~
5.1.20_095	-10.734	-10.485	~~~	-10.579	~~~	-10.664	-13.602	~~~	-14.614	~~~	-15.352	~~~	-3.995	-6.669	-5.854	-7.748	~~~	~~~	-6.626	-7.987	~~~	~~~	-7.19	-8.162	~~~	~~~	-7.403	-6.018	~~~	~~~
5.1.20_100	-12.129	-11.745	-11.724	-11.831	-11.831	-9.605	-11.925	-11.838	-12.722	-13.042	-13.303	-13.378	-3.788	-5.818	-5.239	-6.686	-5.188	-6.65	-5.843	-6.879	-6.1	-6.942	-6.284	-7.02	-6.37	-7.008	-6.951	-5.617	-9.391	-7.742
5.1.20_105	-12.318	-11.878	~~~	-11.952	~~~	-8.441	-10.271	~~~	-10.9	~~~	-11.359	~~~	-3.441	-5	-4.572	-5.699	~~~	~~~	-5.045	-5.855	~~~	~~~	-5.39	-5.969	~~~	~~~	-6.32	-5.088	~~~	~~~
5.1.20_110	-11.828	-11.377	~~~	-11.438	~~~	-7.273	-8.72	~~~	-9.218	~~~	-9.58	~~~	-3.03	-4.243	-3.914	-4.807	~~~	~~~	-4.284	-4.933	~~~	~~~	-4.554	-5.026	~~~	~~~	-5.602	-4.502	~~~	~~~
5.1.20_125	-8.957	-8.588	~~~	-8.602	~~~	-4.329	-5.061	~~~	-5.302	~~~	-5.478	~~~	-1.862	-2.467	-2.293	-2.768	~~~	~~~	-2.468	-2.834	~~~	~~~	-2.596	-2.881	~~~	~~~	-3.543	-2.863	~~~	~~~
5.1.20_150	-4.743	-4.566	~~~	-4.557	~~~	-1.706	-1.94	~~~	-2.01	~~~	-2.06	~~~	-0.745	-0.962	-0.875	-1.066	~~~	~~~	-0.924	-1.085	~~~	~~~	-0.96	-1.1	~~~	~~~	-1.47	-1.217	~~~	~~~
5.1.20_200	-1.419	-1.379	~~~	-1.372	~~~	-0.297	-0.32	~~~	-0.331	~~~	-0.34	~~~	-0.12	-0.177	-0.131	-0.189	~~~	~~~	-0.14	-0.192	~~~	~~~	-0.146	-0.194	~~~	~~~	-0.246	-0.216	~~~	~~~
5.1.21_080	16.611	16.582	16.612	16.476	16.472	-14.03	-16.726	-16.596	-17.501	-17.812	-18.067	-18.137	-6.51	-7.52	-8.259	-8.468	-8.176	-8.42	-8.84	-8.662	-9.089	-8.723	-9.263	-8.804	-9.351	-8.787	-10.913	-9.125	-13.66	-11.479
5.1.21_085	9.335	9.446	~~~	9.363	~~~	-11.717	-13.724	~~~	-14.292	~~~	-14.707	~~~	-5.502	-6.215	-6.789	-6.935	~~~	~~~	-7.21	-7.082	~~~	~~~	-7.517	-7.19	~~~	~~~	-9.322	-7.789	~~~	~~~
5.1.21_090	4.709	4.887	~~~	4.826	~~~	-9.679	-11.169	~~~	-11.585	~~~	-11.889	~~~	-4.586	-5.093	-5.53	-5.639	~~~	~~~	-5.834	-5.752	~~~	~~~	-6.055	-5.834	~~~	~~~	-7.853	-6.561	~~~	~~~
5.1.21_095	1.844	2.046	~~~	2.006	~~~	-7.951	-9.056	~~~	-9.359	~~~	-9.581	~~~	-3.795	-4.156	-4.485	-4.571	~~~	~~~	-4.704	-4.656	~~~	~~~	-4.863	-4.718	~~~	~~~	-6.561	-5.482	~~~	~~~
5.1.21_100	0.135	0.335	0.348	0.312	0.309	-6.519	-7.338	-7.266	-7.557	-7.637	-7.717	-7.721	-3.131	-3.388	-3.635	-3.702	-3.593	-3.674	-3.791	-3.766	-3.853	-3.784	-3.904	-3.812	-3.918	-3.802	-5.457	-4.562	-6.228	-5.176
5.1.21_105	-0.829	-0.646	~~~	-0.657	~~~	-5.346	-5.952	~~~	-6.109	~~~	-6.223	~~~	-2.582	-2.764	-2.95	-3.002	~~~	~~~	-3.059	-3.049	~~~	~~~	-3.139	-3.084	~~~	~~~	-4.53	-3.789	~~~	~~~
5.1.21_110	-1.324	-1.166	~~~	-1.169	~~~	-4.391	-4.839	~~~	-4.949	~~~	-5.03	~~~	-2.131	-2.26	-2.398	-2.44	~~~	~~~	-2.475	-2.475	~~~	~~~	-2.53	-2.5	~~~	~~~	-3.759	-3.145	~~~	~~~
5.1.21_125	-1.524	-1.439	~~~	-1.434	~~~	-2.468	-2.646	~~~	-2.683	~~~	-2.711	~~~	-1.21	-1.259	-1.31	-1.336	~~~	~~~	-1.334	-1.349	~~~	~~~	-1.352	-1.358	~~~	~~~	-2.154	-1.806	~~~	~~~
5.1.21_150	-0.963	-0.933	~~~	-0.928	~~~	-1.002	-1.039	~~~	-1.046	~~~	-1.052	~~~	-0.491	-0.511	-0.51	-0.529	~~~	~~~	-0.514	-0.532	~~~	~~~	-0.517	-0.535	~~~	~~~	-0.873	-0.735	~~~	~~~
5.1.21_200	-0.349	-0.341	~~~	-0.34	~~~	-0.211	-0.215	~~~	-0.216	~~~	-0.216	~~~	-0.1	-0.111	-0.102	-0.113	~~~	~~~	-0.102	-0.113	~~~	~~~	-0.103	-0.114	~~~	~~~	-0.171	-0.146	~~~	~~~
5.1.22_080	16.532	16.584	16.614	16.482	16.478	-12.408	-14.923	-14.783	-15.606	-15.879	-16.104	-16.166	-5.617	-6.79	-7.264	-7.659	-7.176	-7.608	-7.776	-7.83	-7.996	-7.883	-8.149	-7.955	-8.227	-7.94	-10.272	-8.596	-12.772	-10.735
5.1.22_085	9.151	9.305	~~~	9.229	~~~	-10.188	-12.033	~~~	-12.527	~~~	-12.887	~~~	-4.668	-5.52	-5.863	-6.17	~~~	~~~	-6.228	-6.299	~~~	~~~	-6.495	-6.392	~~~	~~~	-8.613	-7.204	~~~	~~~
5.1.22_090	4.562	4.756	~~~	4.704	~~~	-8.316	-9.665	~~~	-10.021	~~~	-10.281	~~~	-3.847	-4.469	-4.71	-4.955	~~~	~~~	-4.97	-5.051	~~~	~~~	-5.16	-5.121	~~~	~~~	-7.164	-5.99	~~~	~~~
5.1.22_095	1.788	1.989	~~~	1.956	~~~	-6.773	-7.757	~~~	-8.012	~~~	-8.198	~~~	-3.159	-3.615	-3.78	-3.977	~~~	~~~	-3.964	-4.048	~~~	~~~	-4.098	-4.1	~~~	~~~	-5.933	-4.958	~~~	~~~
5.1.22_100	0.176	0.364	0.374	0.346	0.343	-5.515	-6.231	-6.158	-6.412	-6.478	-6.544	-6.546	-2.59	-2.926	-3.036	-3.196	-2.993	-3.166	-3.164	-3.248	-3.216	-3.262	-3.258	-3.286	-3.269	-3.277	-4.903	-4.095	-5.545	-4.608
5.1.22_105	-0.709	-0.544	~~~	-0.553	~~~	-4.495	-5.016	~~~	-5.143	~~~	-5.236	~~~	-2.122	-2.373	-2.442	-2.574	~~~	~~~	-2.532	-2.612	~~~	~~~	-2.596	-2.64	~~~	~~~	-4.047	-3.379	~~~	~~~
5.1.22_110	-1.151	-1.011	~~~	-1.014	~~~	-3.669	-4.048	~~~	-4.137	~~~	-4.202	~~~	-1.74	-1.93	-1.969	-2.079	~~~	~~~	-2.03	-2.106	~~~	~~~	-2.075	-2.126	~~~	~~~	-3.34	-2.787	~~~	~~~
5.1.22_125	-1.313	-1.236	~~~	-1.233	~~~	-2.019	-2.165	~~~	-2.195	~~~	-2.218	~~~	-0.962	-1.057	-1.046	-1.118	~~~	~~~	-1.067	-1.129	~~~	~~~	-1.081	-1.136	~~~	~~~	-1.879	-1.566	~~~	~~~
5.1.22_150	-0.821	-0.79	~~~	-0.786	~~~	-0.784	-0.817	~~~	-0.824	~~~	-0.83	~~~	-0.368	-0.416	-0.386	-0.431	~~~	~~~	-0.391	-0.434	~~~	~~~	-0.394	-0.436	~~~	~~~	-0.734	-0.611	~~~	~~~
5.1.22_200	-0.296	-0.287	~~~	-0.286	~~~	-0.149	-0.155	~~~	-0.156	~~~	-0.157	~~~	-0.064	-0.086	-0.067	-0.088	~~~	~~~	-0.068	-0.088	~~~	~~~	-0.069	-0.088	~~~	~~~	-0.134	-0.112	~~~	~~~
5.2.01_080	7.89	8.018	8.028	7.908	7.903	-4.094	-5.82	-5.769	-6.334	-6.536	-6.708	-6.749	-1.284	-2.81	-2.422	-3.399	-2.39	-3.378	-2.795	-3.538	-2.954	-3.582	-3.068	-3.64	-3.121	-3.628	-3.241	-2.525	-4.943	-4.039
5.2.01_085	3.334	3.524	~~~	3.449	~~~	-3.375	-4.67	~~~	-5.045	~~~	-5.318	~~~	-1.109	-2.266	-1.954	-2.716	~~~	~~~	-2.223	-2.821	~~~	~~~	-2.42	-2.899	~~~	~~~	-2.744	-2.147	~~~	~~~
5.2.01_090	0.692	0.892	~~~	0.845	~~~	-2.763	-3.734	~~~	-4.006	~~~	-4.204	~~~	-0.941	-1.822	-1.568	-2.166	~~~	~~~	-1.76	-2.246	~~~	~~~	-1.9	-2.304	~~~	~~~	-2.304	-1.806	~~~	~~~
5.2.01_095	-0.754	-0.57	~~~	-0.596	~~~	-2.257	-2.986	~~~	-3.181	~~~	-3.324	~~~	-0.79	-1.467	-1.256	-1.73	~~~	~~~	-1.391	-1.79	~~~	~~~	-1.491	-1.833	~~~	~~~	-1.925	-1.51	~~~	~~~
5.2.01_100	-1.471	-1.314	-1.31	-1.327	-1.332	-1.841	-2.391	-2.362	-2.53	-2.581	-2.632	-2.635	-0.658	-1.184	-1.005	-1.386	-0.988	-1.373	-1.1	-1.43	-1.138	-1.443	-1.17	-1.462	-1.179	-1.456	-1.603	-1.257	-2.102	-1.689
