# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"BLYP/def2-QZVP"	"B3LYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
08.002_ammonia--oxalate_1.00	-14.706	-14.677	-14.684	-14.729	-14.732	-2.109	-2.878	-2.783	-3.143	-3.240	-3.337	-3.340	-0.546	-1.563	-1.065	-1.812	-1.004	-1.780	-1.276	-1.868	-1.358	-1.882	-1.429	-1.908	-1.443	-1.897	-2.186	-1.706	0.056	-1.762	-3.003	-2.428	-0.484	-1.944	-17.901	-18.000	-18.221	-18.470	-19.775	-19.000	-18.643
08.002_ammonia--oxalate_1.05	-15.060	-15.023	~~~	-15.061	~~~	-1.749	-2.373	~~~	-2.591	~~~	-2.751	~~~	-0.445	-1.304	-0.865	-1.508	~~~	~~~	-1.038	-1.553	~~~	~~~	-1.164	-1.586	~~~	~~~	-1.857	-1.441	0.048	-1.488	~~~	~~~	~~~	~~~	-17.993	-17.944	-18.066	-18.327	-19.645	-18.769	-18.487
08.002_ammonia--oxalate_1.10	-15.029	-14.994	~~~	-15.020	~~~	-1.458	-1.962	~~~	-2.143	~~~	-2.274	~~~	-0.364	-1.094	-0.703	-1.259	~~~	~~~	-0.846	-1.297	~~~	~~~	-0.950	-1.324	~~~	~~~	-1.581	-1.219	0.042	-1.261	~~~	~~~	~~~	~~~	-17.776	-17.588	-17.613	-17.921	-19.249	-18.278	-18.081
08.002_ammonia--oxalate_1.25	-13.770	-13.763	~~~	-13.768	~~~	-0.859	-1.124	~~~	-1.229	~~~	-1.306	~~~	-0.195	-0.664	-0.372	-0.752	~~~	~~~	-0.456	-0.773	~~~	~~~	-0.517	-0.788	~~~	~~~	-0.978	-0.736	0.047	-0.783	~~~	~~~	~~~	~~~	-16.254	-15.702	-15.477	-16.014	-17.338	-16.119	-16.216
08.002_ammonia--oxalate_1.50	-10.881	-10.878	~~~	-10.875	~~~	-0.340	-0.432	~~~	-0.483	~~~	-0.521	~~~	-0.031	-0.308	-0.093	-0.338	~~~	~~~	-0.136	-0.348	~~~	~~~	-0.166	-0.354	~~~	~~~	-0.404	-0.279	0.094	-0.374	~~~	~~~	~~~	~~~	-13.309	-12.264	-11.798	-12.750	-13.994	-12.451	-13.036
08.002_ammonia--oxalate_2.00	-6.807	-6.789	-6.794	-6.790	-6.791	0.035	0.023	0.018	-0.001	-0.009	-0.018	-0.016	0.101	-0.066	0.090	-0.067	0.086	-0.068	0.070	-0.071	0.063	-0.072	0.055	-0.073	0.056	-0.073	0.040	0.065	0.159	-0.094	0.021	0.044	0.134	-0.090	-9.869	-7.666	-7.132	-8.833	-9.991	-7.589	-9.038
08.003_1Hpyrrole--acetate_0.80	-12.823	-13.015	-13.016	-13.063	-13.082	-4.749	-6.481	-6.420	-7.070	-7.294	-7.499	-7.529	-0.716	-4.033	-1.936	-4.545	-1.895	-4.524	-2.418	-4.652	-2.613	-4.681	-2.769	-4.730	-2.817	-4.712	-3.470	-2.563	1.492	-4.055	-5.493	-4.406	0.055	-4.460	-14.517	-16.523	-18.271	-17.172	-18.608	-19.619	-16.964
08.003_1Hpyrrole--acetate_0.85	-17.028	-17.139	~~~	-17.171	~~~	-4.408	-5.864	~~~	-6.358	~~~	-6.719	~~~	-0.787	-3.621	-1.804	-4.061	~~~	~~~	-2.207	-4.151	~~~	~~~	-2.502	-4.217	~~~	~~~	-3.341	-2.474	1.174	-3.648	~~~	~~~	~~~	~~~	-18.541	-20.277	-21.802	-20.783	-22.172	-22.960	-20.800
08.003_1Hpyrrole--acetate_0.90	-19.716	-19.754	~~~	-19.776	~~~	-4.044	-5.269	~~~	-5.684	~~~	-5.986	~~~	-0.807	-3.237	-1.654	-3.615	~~~	~~~	-1.992	-3.692	~~~	~~~	-2.238	-3.747	~~~	~~~	-3.166	-2.344	0.927	-3.271	~~~	~~~	~~~	~~~	-21.039	-22.539	-23.871	-22.909	-24.260	-24.855	-23.081
08.003_1Hpyrrole--acetate_0.95	-21.308	-21.287	~~~	-21.305	~~~	-3.680	-4.710	~~~	-5.056	~~~	-5.309	~~~	-0.794	-2.886	-1.499	-3.211	~~~	~~~	-1.781	-3.275	~~~	~~~	-1.987	-3.322	~~~	~~~	-2.963	-2.192	0.736	-2.927	~~~	~~~	~~~	~~~	-22.449	-23.742	-24.906	-23.992	-25.312	-25.743	-24.265
08.003_1Hpyrrole--acetate_1.00	-22.111	-22.045	-22.041	-22.064	-22.067	-3.327	-4.194	-4.144	-4.483	-4.592	-4.694	-4.707	-0.759	-2.568	-1.346	-2.848	-1.314	-2.830	-1.582	-2.901	-1.676	-2.916	-1.753	-2.940	-1.775	-2.932	-2.746	-2.027	0.589	-2.617	-3.744	-2.915	-0.093	-2.822	-23.088	-24.200	-25.217	-24.346	-25.642	-25.934	-24.684
08.003_1Hpyrrole--acetate_1.05	-22.355	-22.256	~~~	-22.278	~~~	-2.996	-3.725	~~~	-3.965	~~~	-4.141	~~~	-0.711	-2.285	-1.201	-2.524	~~~	~~~	-1.396	-2.569	~~~	~~~	-1.539	-2.602	~~~	~~~	-2.526	-1.861	0.477	-2.338	~~~	~~~	~~~	~~~	-23.187	-24.141	-25.029	-24.199	-25.474	-25.648	-24.570
08.003_1Hpyrrole--acetate_1.10	-22.209	-22.085	~~~	-22.110	~~~	-2.690	-3.303	~~~	-3.503	~~~	-3.649	~~~	-0.658	-2.033	-1.066	-2.237	~~~	~~~	-1.228	-2.275	~~~	~~~	-1.346	-2.302	~~~	~~~	-2.310	-1.697	0.392	-2.089	~~~	~~~	~~~	~~~	-22.915	-23.731	-24.504	-23.715	-24.970	-25.043	-24.092
08.003_1Hpyrrole--acetate_1.25	-20.514	-20.352	~~~	-20.366	~~~	-1.935	-2.294	~~~	-2.409	~~~	-2.492	~~~	-0.493	-1.441	-0.726	-1.568	~~~	~~~	-0.819	-1.590	~~~	~~~	-0.886	-1.606	~~~	~~~	-1.723	-1.255	0.242	-1.496	~~~	~~~	~~~	~~~	-20.915	-21.413	-21.914	-21.257	-22.457	-22.321	-21.640
08.003_1Hpyrrole--acetate_1.50	-16.546	-16.407	~~~	-16.399	~~~	-1.115	-1.249	~~~	-1.296	~~~	-1.330	~~~	-0.272	-0.844	-0.352	-0.897	~~~	~~~	-0.390	-0.906	~~~	~~~	-0.418	-0.912	~~~	~~~	-0.999	-0.711	0.172	-0.883	~~~	~~~	~~~	~~~	-16.695	-16.887	-17.108	-16.669	-17.731	-17.450	-17.071
08.003_1Hpyrrole--acetate_2.00	-10.470	-10.409	-10.406	-10.394	-10.391	-0.349	-0.358	-0.353	-0.370	-0.375	-0.379	-0.380	-0.022	-0.326	-0.022	-0.336	-0.019	-0.333	-0.033	-0.337	-0.037	-0.338	-0.040	-0.338	-0.041	-0.339	-0.241	-0.144	0.199	-0.344	-0.256	-0.153	0.189	-0.342	-10.470	-10.470	-10.503	-10.333	-10.984	-10.749	-10.694
08.004_1Hpyrrole--benzoate_0.80	-10.626	-10.842	-10.841	-10.884	-10.902	-4.852	-6.411	-6.351	-6.956	-7.161	-7.353	-7.376	-0.908	-3.943	-2.002	-4.409	-1.962	-4.390	-2.447	-4.508	-2.625	-4.536	-2.772	-4.581	-2.812	-4.564	-3.719	-2.835	1.123	-3.958	-5.534	-4.476	-0.150	-4.326	-12.044	-13.995	-15.726	-14.371	-15.768	-16.774	-14.279
08.004_1Hpyrrole--benzoate_0.85	-14.740	-14.874	~~~	-14.902	~~~	-4.446	-5.744	~~~	-6.197	~~~	-6.528	~~~	-0.934	-3.513	-1.834	-3.910	~~~	~~~	-2.204	-3.994	~~~	~~~	-2.474	-4.054	~~~	~~~	-3.525	-2.687	0.851	-3.538	~~~	~~~	~~~	~~~	-15.922	-17.616	-19.143	-17.843	-19.200	-19.999	-17.958
08.004_1Hpyrrole--benzoate_0.90	-17.374	-17.439	~~~	-17.458	~~~	-4.036	-5.115	~~~	-5.491	~~~	-5.766	~~~	-0.918	-3.119	-1.658	-3.457	~~~	~~~	-1.964	-3.527	~~~	~~~	-2.188	-3.578	~~~	~~~	-3.296	-2.511	0.644	-3.155	~~~	~~~	~~~	~~~	-18.333	-19.802	-21.150	-19.893	-21.217	-21.837	-20.143
08.004_1Hpyrrole--benzoate_0.95	-18.941	-18.951	~~~	-18.968	~~~	-3.639	-4.535	~~~	-4.846	~~~	-5.073	~~~	-0.876	-2.763	-1.484	-3.051	~~~	~~~	-1.738	-3.108	~~~	~~~	-1.922	-3.151	~~~	~~~	-3.051	-2.321	0.487	-2.808	~~~	~~~	~~~	~~~	-19.699	-20.972	-22.162	-20.946	-22.244	-22.713	-21.280
08.004_1Hpyrrole--benzoate_1.00	-19.745	-19.713	-19.707	-19.732	-19.735	-3.265	-4.008	-3.960	-4.265	-4.362	-4.452	-4.464	-0.820	-2.445	-1.319	-2.689	-1.288	-2.673	-1.528	-2.738	-1.611	-2.751	-1.680	-2.772	-1.698	-2.765	-2.802	-2.128	0.370	-2.498	-3.650	-2.874	-0.199	-2.675	-20.328	-21.429	-22.481	-21.306	-22.584	-22.925	-21.695
08.004_1Hpyrrole--benzoate_1.05	-20.010	-19.947	~~~	-19.970	~~~	-2.920	-3.536	~~~	-3.747	~~~	-3.901	~~~	-0.756	-2.164	-1.165	-2.371	~~~	~~~	-1.336	-2.410	~~~	~~~	-1.462	-2.440	~~~	~~~	-2.558	-1.938	0.283	-2.221	~~~	~~~	~~~	~~~	-20.443	-21.396	-22.324	-21.193	-22.453	-22.685	-21.607
08.004_1Hpyrrole--benzoate_1.10	-19.903	-19.817	~~~	-19.840	~~~	-2.607	-3.115	~~~	-3.289	~~~	-3.416	~~~	-0.691	-1.917	-1.024	-2.091	~~~	~~~	-1.165	-2.124	~~~	~~~	-1.268	-2.148	~~~	~~~	-2.323	-1.757	0.219	-1.976	~~~	~~~	~~~	~~~	-20.209	-21.030	-21.848	-20.764	-22.005	-22.146	-21.181
08.004_1Hpyrrole--benzoate_1.25	-18.384	-18.260	~~~	-18.271	~~~	-1.850	-2.126	~~~	-2.222	~~~	-2.293	~~~	-0.506	-1.344	-0.680	-1.446	~~~	~~~	-0.758	-1.464	~~~	~~~	-0.815	-1.478	~~~	~~~	-1.706	-1.283	0.117	-1.400	~~~	~~~	~~~	~~~	-18.399	-18.923	-19.477	-18.551	-19.734	-19.688	-18.979
08.004_1Hpyrrole--benzoate_1.50	-14.784	-14.675	~~~	-14.667	~~~	-1.041	-1.125	~~~	-1.161	~~~	-1.188	~~~	-0.268	-0.773	-0.313	-0.812	~~~	~~~	-0.343	-0.818	~~~	~~~	-0.365	-0.823	~~~	~~~	-0.964	-0.714	0.098	-0.812	~~~	~~~	~~~	~~~	-14.590	-14.831	-15.112	-14.449	-15.477	-15.308	-14.909
08.004_1Hpyrrole--benzoate_2.00	-9.339	-9.281	-9.278	-9.269	-9.267	-0.307	-0.297	-0.293	-0.305	-0.309	-0.311	-0.313	-0.017	-0.290	-0.004	-0.293	-0.001	-0.292	-0.011	-0.294	-0.014	-0.295	-0.016	-0.295	-0.017	-0.296	-0.221	-0.146	0.161	-0.308	-0.213	-0.133	0.169	-0.303	-9.091	-9.153	-9.241	-8.928	-9.511	-9.389	-9.302
08.005_1Hpyrrole--nitrite_0.80	-11.818	-11.924	-11.925	-11.991	-12.009	-3.872	-5.472	-5.405	-5.994	-6.195	-6.374	-6.406	-0.502	-3.370	-1.617	-3.855	-1.571	-3.834	-2.041	-3.952	-2.215	-3.980	-2.351	-4.024	-2.397	-4.009	-2.917	-2.150	1.313	-3.462	-4.826	-3.883	-0.017	-3.867	-16.054	-17.244	-18.280	-18.239	-19.883	-19.985	-18.359
08.005_1Hpyrrole--nitrite_0.85	-15.554	-15.556	~~~	-15.607	~~~	-3.572	-4.918	~~~	-5.353	~~~	-5.670	~~~	-0.564	-3.008	-1.492	-3.426	~~~	~~~	-1.845	-3.508	~~~	~~~	-2.103	-3.567	~~~	~~~	-2.816	-2.074	1.032	-3.106	~~~	~~~	~~~	~~~	-19.619	-20.535	-21.341	-21.409	-23.013	-22.879	-21.675
08.005_1Hpyrrole--nitrite_0.90	-17.932	-17.852	~~~	-17.895	~~~	-3.266	-4.398	~~~	-4.760	~~~	-5.024	~~~	-0.587	-2.679	-1.359	-3.039	~~~	~~~	-1.653	-3.107	~~~	~~~	-1.867	-3.158	~~~	~~~	-2.682	-1.971	0.812	-2.783	~~~	~~~	~~~	~~~	-21.840	-22.513	-23.117	-23.283	-24.857	-24.515	-23.637
08.005_1Hpyrrole--nitrite_0.95	-19.332	-19.192	~~~	-19.232	~~~	-2.971	-3.923	~~~	-4.223	~~~	-4.442	~~~	-0.587	-2.385	-1.229	-2.694	~~~	~~~	-1.471	-2.751	~~~	~~~	-1.648	-2.793	~~~	~~~	-2.530	-1.854	0.640	-2.494	~~~	~~~	~~~	~~~	-23.103	-23.562	-23.988	-24.246	-25.797	-25.274	-24.646
08.005_1Hpyrrole--nitrite_1.00	-20.032	-19.850	-19.850	-19.892	-19.894	-2.696	-3.495	-3.439	-3.742	-3.839	-3.923	-3.940	-0.571	-2.124	-1.105	-2.390	-1.068	-2.371	-1.305	-2.438	-1.387	-2.452	-1.450	-2.473	-1.473	-2.467	-2.371	-1.732	0.504	-2.236	-3.311	-2.565	-0.123	-2.442	-23.691	-23.960	-24.227	-24.574	-26.106	-25.425	-24.984
08.005_1Hpyrrole--nitrite_1.05	-20.238	-20.030	~~~	-20.072	~~~	-2.443	-3.114	~~~	-3.318	~~~	-3.466	~~~	-0.547	-1.896	-0.991	-2.123	~~~	~~~	-1.155	-2.163	~~~	~~~	-1.274	-2.192	~~~	~~~	-2.210	-1.610	0.398	-2.008	~~~	~~~	~~~	~~~	-23.804	-23.906	-24.031	-24.464	-25.978	-25.160	-24.857
08.005_1Hpyrrole--nitrite_1.10	-20.103	-19.879	~~~	-19.918	~~~	-2.214	-2.777	~~~	-2.944	~~~	-3.067	~~~	-0.518	-1.695	-0.887	-1.890	~~~	~~~	-1.021	-1.924	~~~	~~~	-1.119	-1.948	~~~	~~~	-2.054	-1.491	0.315	-1.805	~~~	~~~	~~~	~~~	-23.584	-23.540	-23.539	-24.056	-25.555	-24.620	-24.429
08.005_1Hpyrrole--nitrite_1.25	-18.586	-18.356	~~~	-18.374	~~~	-1.659	-1.987	~~~	-2.079	~~~	-2.146	~~~	-0.425	-1.234	-0.632	-1.355	~~~	~~~	-0.705	-1.374	~~~	~~~	-0.758	-1.388	~~~	~~~	-1.630	-1.171	0.160	-1.332	~~~	~~~	~~~	~~~	-21.850	-21.466	-21.171	-21.923	-23.372	-22.183	-22.249
08.005_1Hpyrrole--nitrite_1.50	-15.039	-14.868	~~~	-14.861	~~~	-1.041	-1.167	~~~	-1.199	~~~	-1.222	~~~	-0.276	-0.764	-0.349	-0.818	~~~	~~~	-0.374	-0.825	~~~	~~~	-0.392	-0.831	~~~	~~~	-1.072	-0.755	0.082	-0.838	~~~	~~~	~~~	~~~	-17.985	-17.287	-16.731	-17.741	-19.051	-17.689	-18.046
08.005_1Hpyrrole--nitrite_2.00	-9.560	-9.478	-9.475	-9.461	-9.459	-0.387	-0.403	-0.393	-0.408	-0.410	-0.412	-0.412	-0.063	-0.324	-0.066	-0.337	-0.060	-0.334	-0.070	-0.338	-0.071	-0.339	-0.073	-0.340	-0.072	-0.340	-0.381	-0.245	0.119	-0.364	-0.389	-0.241	0.119	-0.361	-11.736	-10.932	-10.354	-11.387	-12.313	-11.083	-11.677
08.006_ammonia--acetate_0.80	0.250	-0.031	-0.009	-0.080	-0.090	-3.588	-4.739	-4.620	-5.135	-5.278	-5.425	-5.427	-1.046	-2.541	-1.841	-2.897	-1.765	-2.855	-2.162	-2.973	-2.285	-2.992	-2.396	-3.028	-2.414	-3.013	-3.237	-2.634	0.017	-2.651	-4.434	-3.700	-0.789	-2.911	-2.759	-3.716	-4.444	-4.165	-5.372	-5.434	-4.223
08.006_ammonia--acetate_0.85	-2.809	-2.996	~~~	-3.044	~~~	-3.159	-4.120	~~~	-4.447	~~~	-4.686	~~~	-0.963	-2.196	-1.622	-2.499	~~~	~~~	-1.885	-2.562	~~~	~~~	-2.078	-2.608	~~~	~~~	-2.920	-2.371	-0.066	-2.305	~~~	~~~	~~~	~~~	-5.314	-6.138	-6.795	-6.422	-7.605	-7.594	-6.609
08.006_ammonia--acetate_0.90	-4.789	-4.906	~~~	-4.955	~~~	-2.769	-3.572	~~~	-3.842	~~~	-4.038	~~~	-0.874	-1.895	-1.421	-2.151	~~~	~~~	-1.637	-2.204	~~~	~~~	-1.795	-2.243	~~~	~~~	-2.618	-2.120	-0.120	-2.001	~~~	~~~	~~~	~~~	-6.869	-7.576	-8.166	-7.725	-8.891	-8.817	-7.995
08.006_ammonia--acetate_0.95	-6.007	-6.074	~~~	-6.124	~~~	-2.422	-3.092	~~~	-3.315	~~~	-3.477	~~~	-0.787	-1.634	-1.241	-1.851	~~~	~~~	-1.419	-1.896	~~~	~~~	-1.548	-1.928	~~~	~~~	-2.336	-1.888	-0.153	-1.736	~~~	~~~	~~~	~~~	-7.735	-8.339	-8.864	-8.378	-9.529	-9.403	-8.692
08.006_ammonia--acetate_1.00	-6.694	-6.726	-6.718	-6.774	-6.774	-2.116	-2.676	-2.587	-2.859	-2.926	-2.993	-2.995	-0.705	-1.411	-1.083	-1.594	-1.027	-1.560	-1.228	-1.631	-1.285	-1.641	-1.335	-1.658	-1.344	-1.651	-2.077	-1.677	-0.172	-1.505	-2.618	-2.148	-0.528	-1.620	-8.129	-8.642	-9.106	-8.595	-9.731	-9.560	-8.930
08.006_ammonia--acetate_1.05	-7.016	-7.024	~~~	-7.066	~~~	-1.850	-2.317	~~~	-2.468	~~~	-2.578	~~~	-0.630	-1.220	-0.944	-1.374	~~~	~~~	-1.063	-1.405	~~~	~~~	-1.151	-1.428	~~~	~~~	-1.843	-1.487	-0.180	-1.306	~~~	~~~	~~~	~~~	-8.208	-8.641	-9.046	-8.527	-9.647	-9.439	-8.872
08.006_ammonia--acetate_1.10	-7.088	-7.080	~~~	-7.115	~~~	-1.618	-2.008	~~~	-2.133	~~~	-2.224	~~~	-0.562	-1.056	-0.822	-1.185	~~~	~~~	-0.921	-1.212	~~~	~~~	-0.993	-1.231	~~~	~~~	-1.633	-1.317	-0.182	-1.135	~~~	~~~	~~~	~~~	-8.079	-8.442	-8.793	-8.280	-9.380	-9.143	-8.630
08.006_ammonia--acetate_1.25	-6.520	-6.502	~~~	-6.516	~~~	-1.093	-1.315	~~~	-1.387	~~~	-1.440	~~~	-0.397	-0.696	-0.544	-0.771	~~~	~~~	-0.601	-0.787	~~~	~~~	-0.642	-0.798	~~~	~~~	-1.129	-0.909	-0.160	-0.749	~~~	~~~	~~~	~~~	-7.109	-7.311	-7.524	-7.080	-8.107	-7.821	-7.474
08.006_ammonia--acetate_1.50	-4.956	-4.954	~~~	-4.954	~~~	-0.573	-0.664	~~~	-0.696	~~~	-0.719	~~~	-0.212	-0.360	-0.272	-0.392	~~~	~~~	-0.297	-0.399	~~~	~~~	-0.315	-0.404	~~~	~~~	-0.589	-0.474	-0.090	-0.384	~~~	~~~	~~~	~~~	-5.246	-5.301	-5.370	-5.082	-5.917	-5.638	-5.525
08.006_ammonia--acetate_2.00	-2.845	-2.841	-2.844	-2.841	-2.841	-0.157	-0.176	-0.171	-0.188	-0.192	-0.196	-0.196	-0.047	-0.110	-0.060	-0.116	-0.057	-0.113	-0.069	-0.119	-0.072	-0.119	-0.076	-0.120	-0.076	-0.120	-0.137	-0.109	0.003	-0.112	-0.154	-0.122	-0.009	-0.112	-2.957	-2.936	-2.923	-2.835	-3.237	-3.077	-3.126
08.007_ammonia--benzoate_0.80	-0.781	-0.931	-0.925	-0.979	-0.989	-3.234	-4.377	-4.285	-4.778	-4.925	-5.071	-5.080	-0.898	-2.336	-1.675	-2.702	-1.614	-2.671	-1.994	-2.785	-2.118	-2.807	-2.226	-2.845	-2.248	-2.831	-3.135	-2.548	-0.027	-2.520	-4.344	-3.618	-0.820	-2.798	-2.865	-3.962	-4.964	-4.160	-5.267	-5.518	-4.334
08.007_ammonia--benzoate_0.85	-3.835	-3.928	~~~	-3.974	~~~	-2.701	-3.631	~~~	-3.957	~~~	-4.195	~~~	-0.756	-1.945	-1.385	-2.246	~~~	~~~	-1.643	-2.314	~~~	~~~	-1.831	-2.364	~~~	~~~	-2.697	-2.186	-0.059	-2.127	~~~	~~~	~~~	~~~	-5.381	-6.349	-7.275	-6.345	-7.449	-7.637	-6.575
08.007_ammonia--benzoate_0.90	-5.785	-5.840	~~~	-5.883	~~~	-2.256	-3.011	~~~	-3.276	~~~	-3.470	~~~	-0.635	-1.620	-1.143	-1.868	~~~	~~~	-1.352	-1.924	~~~	~~~	-1.505	-1.965	~~~	~~~	-2.314	-1.873	-0.077	-1.796	~~~	~~~	~~~	~~~	-6.914	-7.763	-8.607	-7.607	-8.711	-8.837	-7.865
08.007_ammonia--benzoate_0.95	-6.967	-6.997	~~~	-7.034	~~~	-1.885	-2.498	~~~	-2.714	~~~	-2.871	~~~	-0.532	-1.352	-0.942	-1.556	~~~	~~~	-1.112	-1.602	~~~	~~~	-1.236	-1.635	~~~	~~~	-1.983	-1.602	-0.086	-1.517	~~~	~~~	~~~	~~~	-7.774	-8.514	-9.275	-8.249	-9.350	-9.420	-8.519
08.007_ammonia--benzoate_1.00	-7.620	-7.632	-7.635	-7.663	-7.666	-1.577	-2.074	-2.004	-2.250	-2.313	-2.378	-2.379	-0.446	-1.132	-0.775	-1.298	-0.732	-1.272	-0.914	-1.336	-0.967	-1.346	-1.015	-1.364	-1.022	-1.357	-1.697	-1.370	-0.087	-1.282	-2.196	-1.804	-0.408	-1.395	-8.177	-8.820	-9.499	-8.478	-9.572	-9.593	-8.758
08.007_ammonia--benzoate_1.05	-7.910	-7.912	~~~	-7.935	~~~	-1.322	-1.722	~~~	-1.866	~~~	-1.972	~~~	-0.372	-0.950	-0.637	-1.086	~~~	~~~	-0.750	-1.117	~~~	~~~	-0.832	-1.139	~~~	~~~	-1.450	-1.169	-0.083	-1.086	~~~	~~~	~~~	~~~	-8.275	-8.832	-9.431	-8.440	-9.523	-9.502	-8.740
08.007_ammonia--benzoate_1.10	-7.956	-7.953	~~~	-7.968	~~~	-1.108	-1.431	~~~	-1.549	~~~	-1.636	~~~	-0.309	-0.799	-0.521	-0.910	~~~	~~~	-0.614	-0.935	~~~	~~~	-0.682	-0.954	~~~	~~~	-1.236	-0.996	-0.075	-0.921	~~~	~~~	~~~	~~~	-8.172	-8.654	-9.180	-8.233	-9.300	-9.246	-8.561
08.007_ammonia--benzoate_1.25	-7.344	-7.341	~~~	-7.345	~~~	-0.648	-0.814	~~~	-0.883	~~~	-0.932	~~~	-0.165	-0.482	-0.273	-0.542	~~~	~~~	-0.327	-0.556	~~~	~~~	-0.366	-0.566	~~~	~~~	-0.749	-0.602	-0.036	-0.567	~~~	~~~	~~~	~~~	-7.306	-7.616	-7.962	-7.183	-8.159	-8.045	-7.577
08.007_ammonia--benzoate_1.50	-5.764	-5.758	~~~	-5.757	~~~	-0.232	-0.288	~~~	-0.321	~~~	-0.346	~~~	-0.021	-0.211	-0.056	-0.231	~~~	~~~	-0.084	-0.238	~~~	~~~	-0.104	-0.242	~~~	~~~	-0.277	-0.220	0.037	-0.257	~~~	~~~	~~~	~~~	-5.573	-5.733	-5.904	-5.388	-6.132	-6.018	-5.826
08.007_ammonia--benzoate_2.00	-3.520	-3.505	-3.512	-3.506	-3.507	0.046	0.042	0.036	0.027	0.022	0.016	0.016	0.078	-0.032	0.074	-0.032	0.070	-0.034	0.061	-0.034	0.057	-0.035	0.052	-0.036	0.052	-0.036	0.055	0.048	0.099	-0.051	0.039	0.034	0.084	-0.051	-3.327	-3.396	-3.467	-3.229	-3.516	-3.492	-3.443
08.008_aniline--benzoate_0.80	-4.608	-4.842	-4.832	-4.903	-4.918	-5.789	-7.465	-7.384	-8.044	-8.257	-8.466	-8.481	-1.665	-4.124	-2.853	-4.612	-2.799	-4.585	-3.328	-4.716	-3.514	-4.743	-3.674	-4.792	-3.710	-4.772	-5.069	-3.903	0.345	-4.248	-6.973	-5.616	-0.992	-4.624	-8.298	-9.780	-10.953	-10.710	-12.086	-12.420	-10.590
08.008_aniline--benzoate_0.85	-9.150	-9.283	~~~	-9.334	~~~	-5.143	-6.540	~~~	-7.017	~~~	-7.365	~~~	-1.541	-3.602	-2.524	-4.016	~~~	~~~	-2.914	-4.102	~~~	~~~	-3.199	-4.165	~~~	~~~	-4.615	-3.546	0.190	-3.736	~~~	~~~	~~~	~~~	-12.193	-13.481	-14.542	-14.149	-15.503	-15.716	-14.198
08.008_aniline--benzoate_0.90	-12.105	-12.162	~~~	-12.207	~~~	-4.554	-5.716	~~~	-6.109	~~~	-6.395	~~~	-1.410	-3.144	-2.223	-3.494	~~~	~~~	-2.544	-3.565	~~~	~~~	-2.778	-3.617	~~~	~~~	-4.178	-3.203	0.080	-3.283	~~~	~~~	~~~	~~~	-14.602	-15.717	-16.673	-16.165	-17.503	-17.611	-16.312
08.008_aniline--benzoate_0.95	-13.917	-13.919	~~~	-13.962	~~~	-4.026	-4.992	~~~	-5.314	~~~	-5.549	~~~	-1.282	-2.745	-1.952	-3.039	~~~	~~~	-2.216	-3.098	~~~	~~~	-2.408	-3.141	~~~	~~~	-3.769	-2.882	0.002	-2.884	~~~	~~~	~~~	~~~	-15.961	-16.922	-17.777	-17.189	-18.517	-18.535	-17.392
08.008_aniline--benzoate_1.00	-14.915	-14.880	-14.874	-14.921	-14.923	-3.558	-4.358	-4.290	-4.623	-4.722	-4.816	-4.826	-1.159	-2.399	-1.713	-2.646	-1.668	-2.622	-1.928	-2.694	-2.014	-2.708	-2.086	-2.730	-2.104	-2.722	-3.390	-2.586	-0.051	-2.535	-4.264	-3.360	-0.656	-2.704	-16.583	-17.410	-18.170	-17.531	-18.852	-18.793	-17.766
08.008_aniline--benzoate_1.05	-15.342	-15.282	~~~	-15.320	~~~	-3.145	-3.808	~~~	-4.025	~~~	-4.184	~~~	-1.045	-2.100	-1.502	-2.307	~~~	~~~	-1.678	-2.347	~~~	~~~	-1.807	-2.376	~~~	~~~	-3.042	-2.316	-0.085	-2.230	~~~	~~~	~~~	~~~	-16.700	-17.408	-18.078	-17.414	-18.729	-18.605	-17.671
