# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"B3LYP/def2-QZVP"	"BLYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
3.018_methanol--methylamine_1.00	-4.305	-4.300	-4.285	-4.315	-4.317	-2.676	-3.230	-3.161	-3.424	-3.494	-3.565	-3.567	-0.963	-1.713	-1.334	-1.896	-1.292	-1.870	-1.493	-1.931	-1.554	-1.940	-1.609	-1.956	-1.618	-1.950	-2.457	-1.980	-0.242	-1.738	-3.020	-2.453	-0.595	-1.858	-6.500	-6.024	-6.859	-6.538	-7.718	-7.496	-6.963
3.018_methanol--methylamine_1.05	-4.697	-4.674	~~~	-4.691	~~~	-2.308	-2.765	~~~	-2.922	~~~	-3.036	~~~	-0.844	-1.464	-1.147	-1.617	~~~	~~~	-1.276	-1.646	~~~	~~~	-1.370	-1.666	~~~	~~~	-2.156	-1.736	-0.241	-1.494	~~~	~~~	~~~	~~~	-6.515	-6.107	-6.833	-6.462	-7.603	-7.367	-6.909
3.018_methanol--methylamine_1.10	-4.824	-4.785	~~~	-4.802	~~~	-1.990	-2.365	~~~	-2.493	~~~	-2.585	~~~	-0.738	-1.252	-0.986	-1.379	~~~	~~~	-1.090	-1.403	~~~	~~~	-1.166	-1.420	~~~	~~~	-1.888	-1.519	-0.235	-1.284	~~~	~~~	~~~	~~~	-6.319	-5.968	-6.600	-6.192	-7.293	-7.050	-6.643
3.018_methanol--methylamine_1.25	-4.380	-4.319	~~~	-4.330	~~~	-1.281	-1.482	~~~	-1.551	~~~	-1.601	~~~	-0.493	-0.788	-0.624	-0.859	~~~	~~~	-0.679	-0.872	~~~	~~~	-0.720	-0.881	~~~	~~~	-1.257	-1.012	-0.198	-0.815	~~~	~~~	~~~	~~~	-5.170	-4.944	-5.363	-4.917	-5.895	-5.660	-5.362
3.018_methanol--methylamine_1.50	-2.984	-2.942	~~~	-2.944	~~~	-0.623	-0.691	~~~	-0.717	~~~	-0.736	~~~	-0.248	-0.375	-0.290	-0.401	~~~	~~~	-0.311	-0.406	~~~	~~~	-0.327	-0.410	~~~	~~~	-0.620	-0.502	-0.116	-0.387	~~~	~~~	~~~	~~~	-3.210	-3.099	-3.310	-2.943	-3.688	-3.509	-3.372
3.018_methanol--methylamine_2.00	-1.261	-1.251	-1.253	-1.249	-1.249	-0.154	-0.164	-0.158	-0.171	-0.173	-0.176	-0.175	-0.056	-0.098	-0.061	-0.102	-0.058	-0.100	-0.067	-0.104	-0.069	-0.104	-0.071	-0.104	-0.071	-0.104	-0.140	-0.115	-0.017	-0.098	-0.142	-0.115	-0.018	-0.097	-1.235	-1.198	-1.266	-1.119	-1.412	-1.353	-1.352
3.019_methanol--methylazide_0.80	4.140	3.926	3.932	3.906	3.900	-4.000	-4.852	-4.788	-5.181	-5.298	-5.420	-5.420	-1.350	-2.649	-1.932	-2.921	-1.891	-2.897	-2.197	-2.984	-2.297	-3.000	-2.390	-3.030	-2.403	-3.018	-3.417	-2.887	-0.301	-2.586	-4.336	-3.663	-0.878	-2.786	0.932	1.718	0.182	0.659	-0.529	-0.490	0.418
3.019_methanol--methylazide_0.85	1.257	1.070	~~~	1.055	~~~	-3.347	-4.027	~~~	-4.287	~~~	-4.477	~~~	-1.142	-2.205	-1.601	-2.426	~~~	~~~	-1.811	-2.476	~~~	~~~	-1.964	-2.513	~~~	~~~	-2.926	-2.480	-0.307	-2.173	~~~	~~~	~~~	~~~	-1.220	-0.478	-1.975	-1.226	-2.388	-2.389	-1.564
3.019_methanol--methylazide_0.90	-0.603	-0.758	~~~	-0.772	~~~	-2.798	-3.338	~~~	-3.543	~~~	-3.692	~~~	-0.964	-1.834	-1.325	-2.013	~~~	~~~	-1.490	-2.053	~~~	~~~	-1.610	-2.082	~~~	~~~	-2.501	-2.127	-0.302	-1.825	~~~	~~~	~~~	~~~	-2.491	-1.806	-3.225	-2.298	-3.440	-3.457	-2.693
3.019_methanol--methylazide_0.95	-1.758	-1.880	~~~	-1.896	~~~	-2.338	-2.764	~~~	-2.925	~~~	-3.042	~~~	-0.812	-1.526	-1.094	-1.670	~~~	~~~	-1.224	-1.702	~~~	~~~	-1.318	-1.725	~~~	~~~	-2.135	-1.822	-0.289	-1.533	~~~	~~~	~~~	~~~	-3.173	-2.548	-3.868	-2.836	-3.959	-3.978	-3.265
3.019_methanol--methylazide_1.00	-2.430	-2.523	-2.516	-2.539	-2.540	-1.954	-2.288	-2.238	-2.414	-2.460	-2.506	-2.508	-0.683	-1.271	-0.902	-1.386	-0.872	-1.366	-1.003	-1.411	-1.042	-1.418	-1.077	-1.429	-1.083	-1.425	-1.819	-1.558	-0.271	-1.288	-2.148	-1.826	-0.466	-1.359	-3.467	-2.902	-4.114	-3.029	-4.133	-4.147	-3.480
3.019_methanol--methylazide_1.05	-2.776	-2.845	~~~	-2.860	~~~	-1.632	-1.893	~~~	-1.992	~~~	-2.065	~~~	-0.572	-1.059	-0.742	-1.150	~~~	~~~	-0.822	-1.170	~~~	~~~	-0.880	-1.185	~~~	~~~	-1.546	-1.330	-0.248	-1.082	~~~	~~~	~~~	~~~	-3.513	-3.006	-4.107	-3.010	-4.089	-4.095	-3.474
3.019_methanol--methylazide_1.10	-2.907	-2.956	~~~	-2.969	~~~	-1.362	-1.566	~~~	-1.644	~~~	-1.702	~~~	-0.478	-0.884	-0.610	-0.956	~~~	~~~	-0.672	-0.972	~~~	~~~	-0.718	-0.984	~~~	~~~	-1.312	-1.133	-0.224	-0.910	~~~	~~~	~~~	~~~	-3.406	-2.952	-3.945	-2.866	-3.917	-3.914	-3.351
3.019_methanol--methylazide_1.25	-2.653	-2.670	~~~	-2.676	~~~	-0.792	-0.886	~~~	-0.926	~~~	-0.956	~~~	-0.273	-0.518	-0.332	-0.554	~~~	~~~	-0.364	-0.562	~~~	~~~	-0.387	-0.569	~~~	~~~	-0.788	-0.692	-0.149	-0.543	~~~	~~~	~~~	~~~	-2.715	-2.394	-3.101	-2.179	-3.110	-3.088	-2.714
3.019_methanol--methylazide_1.50	-1.766	-1.774	~~~	-1.774	~~~	-0.316	-0.342	~~~	-0.357	~~~	-0.369	~~~	-0.096	-0.220	-0.110	-0.231	~~~	~~~	-0.123	-0.235	~~~	~~~	-0.132	-0.237	~~~	~~~	-0.320	-0.294	-0.057	-0.237	~~~	~~~	~~~	~~~	-1.602	-1.423	-1.808	-1.226	-1.876	-1.856	-1.730
3.019_methanol--methylazide_2.00	-0.735	-0.738	-0.738	-0.737	-0.737	-0.041	-0.042	-0.039	-0.046	-0.048	-0.050	-0.049	0.004	-0.045	0.004	-0.046	0.005	-0.044	-0.000	-0.046	-0.001	-0.046	-0.003	-0.047	-0.002	-0.047	-0.037	-0.044	0.007	-0.051	-0.036	-0.042	0.008	-0.050	-0.605	-0.541	-0.673	-0.494	-0.665	-0.682	-0.659
3.020_methanol--methylcyanate_0.80	3.508	3.305	3.314	3.288	3.278	-5.066	-6.326	-6.246	-6.739	-6.889	-7.040	-7.047	-1.898	-3.168	-2.724	-3.602	-2.674	-3.572	-3.043	-3.696	-3.168	-3.721	-3.276	-3.764	-3.300	-3.747	-4.315	-3.458	-0.402	-3.056	-5.606	-4.569	-1.192	-3.378	-0.559	0.303	-1.297	-0.959	-2.321	-2.203	-1.215
3.020_methanol--methylcyanate_0.85	0.340	0.159	~~~	0.147	~~~	-4.169	-5.213	~~~	-5.549	~~~	-5.794	~~~	-1.526	-2.643	-2.208	-3.005	~~~	~~~	-2.468	-3.081	~~~	~~~	-2.657	-3.137	~~~	~~~	-3.606	-2.879	-0.284	-2.594	~~~	~~~	~~~	~~~	-2.835	-2.014	-3.610	-2.919	-4.265	-4.199	-3.225
3.020_methanol--methylcyanate_0.90	-1.724	-1.877	~~~	-1.889	~~~	-3.432	-4.296	~~~	-4.569	~~~	-4.768	~~~	-1.221	-2.211	-1.785	-2.511	~~~	~~~	-1.996	-2.573	~~~	~~~	-2.150	-2.618	~~~	~~~	-3.014	-2.396	-0.187	-2.208	~~~	~~~	~~~	~~~	-4.182	-3.411	-4.960	-4.028	-5.362	-5.324	-4.364
3.020_methanol--methylcyanate_0.95	-3.026	-3.148	~~~	-3.161	~~~	-2.828	-3.541	~~~	-3.763	~~~	-3.926	~~~	-0.973	-1.855	-1.438	-2.103	~~~	~~~	-1.610	-2.153	~~~	~~~	-1.736	-2.190	~~~	~~~	-2.520	-1.994	-0.109	-1.885	~~~	~~~	~~~	~~~	-4.904	-4.188	-5.661	-4.574	-5.895	-5.871	-4.936
3.020_methanol--methylcyanate_1.00	-3.803	-3.893	-3.892	-3.906	-3.909	-2.334	-2.920	-2.851	-3.102	-3.167	-3.235	-3.236	-0.774	-1.561	-1.156	-1.765	-1.113	-1.738	-1.296	-1.806	-1.351	-1.817	-1.399	-1.836	-1.408	-1.828	-2.109	-1.660	-0.047	-1.613	-2.679	-2.150	-0.404	-1.747	-5.209	-4.548	-5.930	-4.755	-6.063	-6.043	-5.157
3.020_methanol--methylcyanate_1.05	-4.217	-4.280	~~~	-4.292	~~~	-1.930	-2.410	~~~	-2.559	~~~	-2.668	~~~	-0.613	-1.317	-0.926	-1.484	~~~	~~~	-1.041	-1.518	~~~	~~~	-1.126	-1.542	~~~	~~~	-1.766	-1.382	0.002	-1.383	~~~	~~~	~~~	~~~	-5.244	-4.639	-5.920	-4.708	-5.998	-5.977	-5.154
3.020_methanol--methylcyanate_1.10	-4.384	-4.425	~~~	-4.435	~~~	-1.597	-1.990	~~~	-2.113	~~~	-2.202	~~~	-0.483	-1.114	-0.739	-1.251	~~~	~~~	-0.834	-1.278	~~~	~~~	-0.904	-1.298	~~~	~~~	-1.477	-1.149	0.039	-1.188	~~~	~~~	~~~	~~~	-5.112	-4.562	-5.737	-4.524	-5.787	-5.762	-5.007
3.020_methanol--methylcyanate_1.25	-4.096	-4.110	~~~	-4.114	~~~	-0.906	-1.123	~~~	-1.194	~~~	-1.245	~~~	-0.223	-0.683	-0.365	-0.758	~~~	~~~	-0.420	-0.773	~~~	~~~	-0.460	-0.784	~~~	~~~	-0.857	-0.652	0.106	-0.759	~~~	~~~	~~~	~~~	-4.263	-3.854	-4.730	-3.652	-4.792	-4.757	-4.254
3.020_methanol--methylcyanate_1.50	-2.933	-2.940	~~~	-2.936	~~~	-0.341	-0.427	~~~	-0.460	~~~	-0.483	~~~	-0.030	-0.311	-0.087	-0.340	~~~	~~~	-0.113	-0.347	~~~	~~~	-0.132	-0.351	~~~	~~~	-0.321	-0.229	0.136	-0.366	~~~	~~~	~~~	~~~	-2.769	-2.527	-3.030	-2.309	-3.138	-3.107	-2.925
3.020_methanol--methylcyanate_2.00	-1.334	-1.340	-1.343	-1.338	-1.338	-0.021	-0.040	-0.036	-0.050	-0.053	-0.057	-0.057	0.048	-0.070	0.035	-0.075	0.037	-0.072	0.027	-0.077	0.024	-0.077	0.021	-0.078	0.020	-0.078	-0.006	0.011	0.103	-0.092	-0.024	-0.008	0.084	-0.092	-1.181	-1.098	-1.264	-1.028	-1.286	-1.293	-1.275
3.021_methanol--Nmethyl2propanimine_0.80	3.477	3.353	3.356	3.307	3.297	-5.470	-6.810	-6.713	-7.316	-7.499	-7.685	-7.691	-1.696	-3.775	-2.630	-4.180	-2.568	-4.145	-3.047	-4.269	-3.207	-4.292	-3.351	-4.334	-3.375	-4.315	-4.554	-3.658	0.126	-3.784	-6.035	-4.947	-0.862	-4.085	-1.145	-0.044	-1.956	-1.872	-3.359	-3.365	-1.772
3.021_methanol--Nmethyl2propanimine_0.85	-0.092	-0.200	~~~	-0.232	~~~	-4.891	-6.003	~~~	-6.424	~~~	-6.731	~~~	-1.577	-3.314	-2.345	-3.658	~~~	~~~	-2.691	-3.732	~~~	~~~	-2.944	-3.786	~~~	~~~	-4.168	-3.344	-0.006	-3.338	~~~	~~~	~~~	~~~	-4.035	-3.060	-4.786	-4.558	-5.992	-5.949	-4.666
3.021_methanol--Nmethyl2propanimine_0.90	-2.433	-2.526	~~~	-2.549	~~~	-4.348	-5.273	~~~	-5.621	~~~	-5.875	~~~	-1.448	-2.900	-2.080	-3.192	~~~	~~~	-2.367	-3.254	~~~	~~~	-2.576	-3.299	~~~	~~~	-3.789	-3.036	-0.100	-2.936	~~~	~~~	~~~	~~~	-5.776	-4.917	-6.471	-6.121	-7.510	-7.423	-6.368
3.021_methanol--Nmethyl2propanimine_0.95	-3.906	-3.984	~~~	-4.002	~~~	-3.850	-4.619	~~~	-4.906	~~~	-5.115	~~~	-1.318	-2.532	-1.839	-2.781	~~~	~~~	-2.075	-2.831	~~~	~~~	-2.247	-2.869	~~~	~~~	-3.427	-2.743	-0.165	-2.578	~~~	~~~	~~~	~~~	-6.726	-5.970	-7.365	-6.917	-8.266	-8.142	-7.252
3.021_methanol--Nmethyl2propanimine_1.00	-4.771	-4.834	-4.828	-4.851	-4.853	-3.400	-4.040	-3.965	-4.275	-4.361	-4.447	-4.450	-1.191	-2.209	-1.621	-2.419	-1.575	-2.390	-1.814	-2.461	-1.889	-2.472	-1.956	-2.492	-1.967	-2.484	-3.086	-2.468	-0.208	-2.260	-3.755	-3.033	-0.633	-2.400	-7.135	-6.470	-7.721	-7.197	-8.512	-8.358	-7.584
3.021_methanol--Nmethyl2propanimine_1.05	-5.215	-5.262	~~~	-5.278	~~~	-2.998	-3.529	~~~	-3.722	~~~	-3.864	~~~	-1.072	-1.926	-1.426	-2.103	~~~	~~~	-1.584	-2.138	~~~	~~~	-1.700	-2.163	~~~	~~~	-2.771	-2.215	-0.235	-1.981	~~~	~~~	~~~	~~~	-7.184	-6.599	-7.718	-7.139	-8.423	-8.245	-7.557
3.021_methanol--Nmethyl2propanimine_1.10	-5.373	-5.403	~~~	-5.418	~~~	-2.642	-3.081	~~~	-3.240	~~~	-3.356	~~~	-0.962	-1.680	-1.252	-1.828	~~~	~~~	-1.382	-1.857	~~~	~~~	-1.477	-1.878	~~~	~~~	-2.481	-1.984	-0.249	-1.735	~~~	~~~	~~~	~~~	-6.999	-6.485	-7.483	-6.868	-8.123	-7.926	-7.304
3.021_methanol--Nmethyl2propanimine_1.25	-4.942	-4.930	~~~	-4.939	~~~	-1.806	-2.049	~~~	-2.139	~~~	-2.204	~~~	-0.687	-1.119	-0.844	-1.206	~~~	~~~	-0.916	-1.222	~~~	~~~	-0.969	-1.235	~~~	~~~	-1.760	-1.410	-0.242	-1.167	~~~	~~~	~~~	~~~	-5.802	-5.454	-6.153	-5.516	-6.676	-6.453	-5.988
3.021_methanol--Nmethyl2propanimine_1.50	-3.439	-3.416	~~~	-3.416	~~~	-0.962	-1.048	~~~	-1.084	~~~	-1.111	~~~	-0.380	-0.583	-0.432	-0.617	~~~	~~~	-0.461	-0.624	~~~	~~~	-0.482	-0.629	~~~	~~~	-0.962	-0.775	-0.164	-0.611	~~~	~~~	~~~	~~~	-3.669	-3.487	-3.859	-3.339	-4.286	-4.084	-3.855
3.021_methanol--Nmethyl2propanimine_2.00	-1.484	-1.480	-1.481	-1.477	-1.477	-0.278	-0.288	-0.279	-0.297	-0.300	-0.304	-0.304	-0.104	-0.174	-0.108	-0.180	-0.104	-0.175	-0.116	-0.182	-0.118	-0.182	-0.121	-0.183	-0.121	-0.182	-0.268	-0.218	-0.036	-0.182	-0.266	-0.213	-0.033	-0.179	-1.444	-1.388	-1.493	-1.274	-1.709	-1.619	-1.615
3.022_methanol--pyridine_0.80	3.647	3.491	3.494	3.455	3.446	-4.845	-5.849	-5.786	-6.256	-6.403	-6.553	-6.557	-1.752	-3.093	-2.454	-3.395	-2.414	-3.373	-2.791	-3.465	-2.921	-3.482	-3.037	-3.516	-3.056	-3.501	-4.031	-3.260	-0.266	-2.994	-5.163	-4.230	-1.003	-3.227	-0.746	-0.039	-1.151	-1.290	-2.541	-2.343	-1.332
3.022_methanol--pyridine_0.85	0.300	0.165	~~~	0.140	~~~	-4.271	-5.085	~~~	-5.417	~~~	-5.660	~~~	-1.593	-2.678	-2.156	-2.929	~~~	~~~	-2.431	-2.986	~~~	~~~	-2.632	-3.028	~~~	~~~	-3.630	-2.929	-0.328	-2.602	~~~	~~~	~~~	~~~	-3.421	-2.809	-3.798	-3.783	-4.976	-4.758	-4.000
3.022_methanol--pyridine_0.90	-1.883	-1.998	~~~	-2.016	~~~	-3.744	-4.404	~~~	-4.674	~~~	-4.871	~~~	-1.434	-2.310	-1.885	-2.519	~~~	~~~	-2.108	-2.565	~~~	~~~	-2.272	-2.599	~~~	~~~	-3.246	-2.616	-0.363	-2.253	~~~	~~~	~~~	~~~	-5.017	-4.489	-5.365	-5.221	-6.366	-6.131	-5.547
3.022_methanol--pyridine_0.95	-3.249	-3.342	~~~	-3.358	~~~	-3.270	-3.805	~~~	-4.023	~~~	-4.182	~~~	-1.282	-1.988	-1.643	-2.161	~~~	~~~	-1.824	-2.199	~~~	~~~	-1.955	-2.227	~~~	~~~	-2.890	-2.326	-0.379	-1.947	~~~	~~~	~~~	~~~	-5.874	-5.420	-6.195	-5.945	-7.048	-6.801	-6.330
3.022_methanol--pyridine_1.00	-4.046	-4.118	-4.113	-4.134	-4.136	-2.851	-3.282	-3.239	-3.458	-3.521	-3.586	-3.587	-1.141	-1.709	-1.430	-1.852	-1.403	-1.836	-1.575	-1.883	-1.630	-1.891	-1.681	-1.905	-1.688	-1.899	-2.562	-2.061	-0.381	-1.680	-3.026	-2.442	-0.662	-1.780	-6.231	-5.840	-6.525	-6.194	-7.259	-7.006	-6.605
3.022_methanol--pyridine_1.05	-4.452	-4.504	~~~	-4.520	~~~	-2.482	-2.829	~~~	-2.971	~~~	-3.074	~~~	-1.013	-1.469	-1.243	-1.587	~~~	~~~	-1.359	-1.611	~~~	~~~	-1.444	-1.629	~~~	~~~	-2.265	-1.822	-0.374	-1.448	~~~	~~~	~~~	~~~	-6.259	-5.922	-6.527	-6.135	-7.166	-6.910	-6.555
3.022_methanol--pyridine_1.10	-4.594	-4.628	~~~	-4.643	~~~	-2.160	-2.438	~~~	-2.552	~~~	-2.636	~~~	-0.898	-1.263	-1.079	-1.359	~~~	~~~	-1.173	-1.379	~~~	~~~	-1.242	-1.394	~~~	~~~	-1.998	-1.607	-0.360	-1.247	~~~	~~~	~~~	~~~	-6.077	-5.786	-6.320	-5.885	-6.883	-6.630	-6.304
3.022_methanol--pyridine_1.25	-4.203	-4.199	~~~	-4.208	~~~	-1.430	-1.568	~~~	-1.628	~~~	-1.673	~~~	-0.621	-0.808	-0.708	-0.860	~~~	~~~	-0.758	-0.871	~~~	~~~	-0.794	-0.879	~~~	~~~	-1.356	-1.095	-0.296	-0.798	~~~	~~~	~~~	~~~	-4.980	-4.791	-5.155	-4.681	-5.578	-5.347	-5.096
3.022_methanol--pyridine_1.50	-2.890	-2.880	~~~	-2.880	~~~	-0.733	-0.771	~~~	-0.795	~~~	-0.812	~~~	-0.334	-0.399	-0.355	-0.416	~~~	~~~	-0.374	-0.421	~~~	~~~	-0.387	-0.424	~~~	~~~	-0.696	-0.567	-0.180	-0.387	~~~	~~~	~~~	~~~	-3.109	-3.014	-3.201	-2.818	-3.508	-3.339	-3.232
3.022_methanol--pyridine_2.00	-1.257	-1.256	-1.257	-1.253	-1.253	-0.214	-0.215	-0.212	-0.221	-0.223	-0.226	-0.225	-0.099	-0.115	-0.097	-0.118	-0.096	-0.116	-0.102	-0.119	-0.104	-0.119	-0.106	-0.119	-0.106	-0.119	-0.183	-0.153	-0.048	-0.105	-0.179	-0.146	-0.042	-0.104	-1.236	-1.201	-1.262	-1.115	-1.378	-1.327	-1.332
3.023_methanol--trimethylamine_0.80	4.375	4.350	4.360	4.293	4.282	-6.334	-7.734	-7.641	-8.213	-8.392	-8.563	-8.581	-2.330	-4.004	-3.309	-4.425	-3.250	-4.391	-3.705	-4.508	-3.862	-4.530	-3.994	-4.569	-4.027	-4.554	-5.301	-4.376	-0.584	-3.792	-6.824	-5.691	-1.586	-4.105	0.045	1.353	-0.906	-0.447	-2.068	-2.286	-0.360
3.023_methanol--trimethylamine_0.85	0.778	0.783	~~~	0.740	~~~	-5.653	-6.810	~~~	-7.204	~~~	-7.492	~~~	-2.140	-3.513	-2.942	-3.867	~~~	~~~	-3.268	-3.936	~~~	~~~	-3.506	-3.986	~~~	~~~	-4.824	-3.973	-0.634	-3.339	~~~	~~~	~~~	~~~	-2.908	-1.773	-3.744	-3.231	-4.785	-4.914	-3.393
3.023_methanol--trimethylamine_0.90	-1.585	-1.558	~~~	-1.591	~~~	-5.012	-5.971	~~~	-6.295	~~~	-6.532	~~~	-1.943	-3.069	-2.603	-3.368	~~~	~~~	-2.871	-3.425	~~~	~~~	-3.066	-3.466	~~~	~~~	-4.358	-3.581	-0.652	-2.929	~~~	~~~	~~~	~~~	-4.706	-3.724	-5.441	-4.881	-6.367	-6.421	-5.204
3.023_methanol--trimethylamine_0.95	-3.077	-3.036	~~~	-3.063	~~~	-4.423	-5.220	~~~	-5.486	~~~	-5.679	~~~	-1.750	-2.673	-2.295	-2.925	~~~	~~~	-2.514	-2.972	~~~	~~~	-2.673	-3.006	~~~	~~~	-3.914	-3.211	-0.649	-2.562	~~~	~~~	~~~	~~~	-5.705	-4.854	-6.353	-5.755	-7.179	-7.173	-6.187
3.023_methanol--trimethylamine_1.00	-3.961	-3.907	-3.890	-3.932	-3.934	-3.892	-4.554	-4.494	-4.771	-4.854	-4.929	-4.940	-1.568	-2.324	-2.018	-2.536	-1.981	-2.513	-2.196	-2.575	-2.268	-2.586	-2.326	-2.603	-2.343	-2.597	-3.501	-2.868	-0.632	-2.236	-4.192	-3.445	-1.066	-2.380	-6.157	-5.419	-6.729	-6.105	-7.474	-7.422	-6.607
3.023_methanol--trimethylamine_1.05	-4.426	-4.361	~~~	-4.385	~~~	-3.418	-3.967	~~~	-4.145	~~~	-4.274	~~~	-1.400	-2.018	-1.770	-2.197	~~~	~~~	-1.916	-2.228	~~~	~~~	-2.023	-2.251	~~~	~~~	-3.121	-2.555	-0.606	-1.949	~~~	~~~	~~~	~~~	-6.247	-5.606	-6.752	-6.113	-7.425	-7.339	-6.647
3.023_methanol--trimethylamine_1.10	-4.606	-4.531	~~~	-4.554	~~~	-2.999	-3.454	~~~	-3.599	~~~	-3.705	~~~	-1.247	-1.753	-1.552	-1.902	~~~	~~~	-1.671	-1.928	~~~	~~~	-1.758	-1.947	~~~	~~~	-2.776	-2.272	-0.575	-1.697	~~~	~~~	~~~	~~~	-6.107	-5.550	-6.551	-5.905	-7.160	-7.047	-6.442
3.023_methanol--trimethylamine_1.25	-4.250	-4.161	~~~	-4.174	~~~	-2.024	-2.279	~~~	-2.360	~~~	-2.419	~~~	-0.874	-1.150	-1.043	-1.236	~~~	~~~	-1.109	-1.251	~~~	~~~	-1.157	-1.262	~~~	~~~	-1.931	-1.584	-0.465	-1.118	~~~	~~~	~~~	~~~	-5.037	-4.668	-5.341	-4.727	-5.820	-5.671	-5.248
3.023_methanol--trimethylamine_1.50	-2.891	-2.827	~~~	-2.828	~~~	-1.058	-1.158	~~~	-1.190	~~~	-1.213	~~~	-0.476	-0.582	-0.541	-0.617	~~~	~~~	-0.567	-0.623	~~~	~~~	-0.586	-0.627	~~~	~~~	-1.028	-0.850	-0.288	-0.562	~~~	~~~	~~~	~~~	-3.095	-2.906	-3.258	-2.786	-3.604	-3.468	-3.257
3.023_methanol--trimethylamine_2.00	-1.170	-1.155	-1.157	-1.151	-1.151	-0.311	-0.331	-0.324	-0.339	-0.342	-0.345	-0.345	-0.142	-0.169	-0.154	-0.176	-0.151	-0.173	-0.161	-0.178	-0.164	-0.178	-0.167	-0.179	-0.167	-0.178	-0.290	-0.246	-0.088	-0.157	-0.300	-0.251	-0.093	-0.158	-1.122	-1.057	-1.179	-0.982	-1.313	-1.270	-1.246
3.024_phenol--acetonitrile_0.80	2.352	2.119	2.123	2.130	2.122	-4.495	-5.300	-5.250	-5.629	-5.746	-5.869	-5.868	-1.673	-2.822	-2.237	-3.062	-2.205	-3.045	-2.508	-3.121	-2.610	-3.135	-2.705	-3.164	-2.718	-3.150	-3.523	-2.764	-0.133	-2.630	-4.457	-3.571	-0.753	-2.818	-1.191	-0.473	-1.724	-1.613	-2.746	-2.623	-1.841
3.024_phenol--acetonitrile_0.85	-0.686	-0.887	~~~	-0.874	~~~	-3.851	-4.498	~~~	-4.764	~~~	-4.958	~~~	-1.448	-2.404	-1.897	-2.601	~~~	~~~	-2.116	-2.648	~~~	~~~	-2.275	-2.683	~~~	~~~	-3.070	-2.402	-0.148	-2.254	~~~	~~~	~~~	~~~	-3.520	-2.855	-4.062	-3.718	-4.826	-4.721	-4.043
3.024_phenol--acetonitrile_0.90	-2.649	-2.812	~~~	-2.801	~~~	-3.297	-3.817	~~~	-4.030	~~~	-4.186	~~~	-1.249	-2.047	-1.607	-2.210	~~~	~~~	-1.782	-2.248	~~~	~~~	-1.910	-2.276	~~~	~~~	-2.668	-2.083	-0.153	-1.931	~~~	~~~	~~~	~~~	-4.888	-4.278	-5.423	-4.908	-5.996	-5.901	-5.284
3.024_phenol--acetonitrile_0.95	-3.865	-3.986	~~~	-3.981	~~~	-2.823	-3.241	~~~	-3.411	~~~	-3.535	~~~	-1.077	-1.746	-1.362	-1.879	~~~	~~~	-1.502	-1.910	~~~	~~~	-1.604	-1.932	~~~	~~~	-2.315	-1.804	-0.149	-1.655	~~~	~~~	~~~	~~~	-5.608	-5.051	-6.124	-5.489	-6.560	-6.469	-5.887
3.024_phenol--acetonitrile_1.00	-4.564	-4.648	-4.641	-4.647	-4.648	-2.420	-2.754	-2.720	-2.890	-2.938	-2.989	-2.989	-0.927	-1.493	-1.154	-1.601	-1.132	-1.588	-1.265	-1.625	-1.307	-1.631	-1.346	-1.642	-1.352	-1.637	-2.005	-1.560	-0.140	-1.420	-2.380	-1.877	-0.384	-1.493	-5.897	-5.391	-6.386	-5.672	-6.727	-6.638	-6.080
3.024_phenol--acetonitrile_1.05	-4.912	-4.962	~~~	-4.964	~~~	-2.077	-2.344	~~~	-2.452	~~~	-2.530	~~~	-0.798	-1.279	-0.977	-1.367	~~~	~~~	-1.066	-1.386	~~~	~~~	-1.131	-1.400	~~~	~~~	-1.734	-1.346	-0.127	-1.220	~~~	~~~	~~~	~~~	-5.907	-5.448	-6.364	-5.606	-6.641	-6.553	-6.015
